percentage_overlap	tp	gs_count	pp	target	grn	net	n_top	dataset	method
0.0	0	88	213	off_target	net_70_11431	0	0.01	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.0	0	88	1066	off_target	net_70_11431	0	0.05	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.034090909090909	3	88	2132	off_target	net_70_11431	0	0.1	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.034090909090909	3	88	4264	off_target	net_70_11431	0	0.2	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.0568181818181818	5	88	5330	off_target	net_70_11431	0	0.25	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.1818181818181818	16	88	10660	off_target	net_70_11431	0	0.5	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.3409090909090909	30	88	15991	off_target	net_70_11431	0	0.75	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.4431818181818182	39	88	21321	off_target	net_70_11431	0	1.0	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.0	0	88	21	on_target	net_70_11431	1	0.001	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.0113636363636363	1	88	213	on_target	net_70_11431	1	0.01	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.0227272727272727	2	88	1066	on_target	net_70_11431	1	0.05	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.0568181818181818	5	88	2132	on_target	net_70_11431	1	0.1	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.1022727272727272	9	88	4264	on_target	net_70_11431	1	0.2	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.1136363636363636	10	88	5330	on_target	net_70_11431	1	0.25	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.1931818181818181	17	88	10660	on_target	net_70_11431	1	0.5	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.2954545454545454	26	88	15991	on_target	net_70_11431	1	0.75	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.4431818181818182	39	88	21321	on_target	net_70_11431	1	1.0	net_53_11196_net_70_11431_net_84_9903	scgenerai_config
0.0	0	104	22	on_target	net_60_10082	0	0.001	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0	0	104	215	on_target	net_60_10082	0	0.01	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0	0	104	1076	on_target	net_60_10082	0	0.05	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0	0	104	2153	on_target	net_60_10082	0	0.1	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0096153846153846	1	104	4306	on_target	net_60_10082	0	0.2	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0096153846153846	1	104	5382	on_target	net_60_10082	0	0.25	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0096153846153846	1	104	10764	on_target	net_60_10082	0	0.5	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0865384615384615	9	104	16146	on_target	net_60_10082	0	0.75	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.1346153846153846	14	104	21528	on_target	net_60_10082	0	1.0	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0	0	104	22	off_target	net_60_10082	1	0.001	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0	0	104	215	off_target	net_60_10082	1	0.01	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0	0	104	1076	off_target	net_60_10082	1	0.05	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0	0	104	2153	off_target	net_60_10082	1	0.1	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0096153846153846	1	104	4306	off_target	net_60_10082	1	0.2	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0192307692307692	2	104	5382	off_target	net_60_10082	1	0.25	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0673076923076923	7	104	10764	off_target	net_60_10082	1	0.5	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.1153846153846153	12	104	16146	off_target	net_60_10082	1	0.75	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.1346153846153846	14	104	21528	off_target	net_60_10082	1	1.0	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0	0	71	22	off_target	net_64_11307	0	0.001	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0	0	71	215	off_target	net_64_11307	0	0.01	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0140845070422535	1	71	1076	off_target	net_64_11307	0	0.05	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0140845070422535	1	71	2153	off_target	net_64_11307	0	0.1	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.028169014084507	2	71	4306	off_target	net_64_11307	0	0.2	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0422535211267605	3	71	5382	off_target	net_64_11307	0	0.25	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0845070422535211	6	71	10764	off_target	net_64_11307	0	0.5	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.2112676056338028	15	71	16146	off_target	net_64_11307	0	0.75	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.2535211267605634	18	71	21528	off_target	net_64_11307	0	1.0	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0	0	71	22	on_target	net_64_11307	1	0.001	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.028169014084507	2	71	215	on_target	net_64_11307	1	0.01	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.028169014084507	2	71	1076	on_target	net_64_11307	1	0.05	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0422535211267605	3	71	2153	on_target	net_64_11307	1	0.1	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.056338028169014	4	71	4306	on_target	net_64_11307	1	0.2	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0704225352112676	5	71	5382	on_target	net_64_11307	1	0.25	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0985915492957746	7	71	10764	on_target	net_64_11307	1	0.5	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.1971830985915492	14	71	16146	on_target	net_64_11307	1	0.75	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.2535211267605634	18	71	21528	on_target	net_64_11307	1	1.0	net_60_10082_net_64_11307_net_84_11226	scgenerai_config
0.0	0	88	35	on_target	net_70_11431	0	0.001	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0	0	88	350	on_target	net_70_11431	0	0.01	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0227272727272727	2	88	1749	on_target	net_70_11431	0	0.05	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0454545454545454	4	88	3498	on_target	net_70_11431	0	0.1	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0681818181818181	6	88	6996	on_target	net_70_11431	0	0.2	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.1022727272727272	9	88	8745	on_target	net_70_11431	0	0.25	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.1818181818181818	16	88	17490	on_target	net_70_11431	0	0.5	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.2840909090909091	25	88	26235	on_target	net_70_11431	0	0.75	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.4431818181818182	39	88	34980	on_target	net_70_11431	0	1.0	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0	0	88	35	off_target	net_70_11431	1	0.001	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0	0	88	350	off_target	net_70_11431	1	0.01	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0227272727272727	2	88	1749	off_target	net_70_11431	1	0.05	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0454545454545454	4	88	3498	off_target	net_70_11431	1	0.1	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0568181818181818	5	88	6996	off_target	net_70_11431	1	0.2	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.1022727272727272	9	88	8745	off_target	net_70_11431	1	0.25	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.1931818181818181	17	88	17490	off_target	net_70_11431	1	0.5	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.3181818181818182	28	88	26235	off_target	net_70_11431	1	0.75	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.4431818181818182	39	88	34980	off_target	net_70_11431	1	1.0	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0	0	104	35	off_target	net_60_10082	0	0.001	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0	0	104	350	off_target	net_60_10082	0	0.01	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0096153846153846	1	104	1749	off_target	net_60_10082	0	0.05	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0192307692307692	2	104	3498	off_target	net_60_10082	0	0.1	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.048076923076923	5	104	6996	off_target	net_60_10082	0	0.2	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.048076923076923	5	104	8745	off_target	net_60_10082	0	0.25	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0769230769230769	8	104	17490	off_target	net_60_10082	0	0.5	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.1346153846153846	14	104	26235	off_target	net_60_10082	0	0.75	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.1346153846153846	14	104	34980	off_target	net_60_10082	0	1.0	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0	0	104	35	on_target	net_60_10082	1	0.001	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0	0	104	350	on_target	net_60_10082	1	0.01	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0096153846153846	1	104	1749	on_target	net_60_10082	1	0.05	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0096153846153846	1	104	3498	on_target	net_60_10082	1	0.1	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0288461538461538	3	104	6996	on_target	net_60_10082	1	0.2	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0288461538461538	3	104	8745	on_target	net_60_10082	1	0.25	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.048076923076923	5	104	17490	on_target	net_60_10082	1	0.5	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0769230769230769	8	104	26235	on_target	net_60_10082	1	0.75	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.1346153846153846	14	104	34980	on_target	net_60_10082	1	1.0	net_70_11431_net_60_10082_net_135_11054	scgenerai_config
0.0	0	216	29	on_target	net_90_11013	0	0.001	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.0	0	216	292	on_target	net_90_11013	0	0.01	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.0231481481481481	5	216	1458	on_target	net_90_11013	0	0.05	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.0509259259259259	11	216	2916	on_target	net_90_11013	0	0.1	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.1296296296296296	28	216	5832	on_target	net_90_11013	0	0.2	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.1574074074074074	34	216	7290	on_target	net_90_11013	0	0.25	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.3009259259259259	65	216	14580	on_target	net_90_11013	0	0.5	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.4351851851851852	94	216	21871	on_target	net_90_11013	0	0.75	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.5833333333333334	126	216	29161	on_target	net_90_11013	0	1.0	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.0	0	216	29	off_target	net_90_11013	1	0.001	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.0	0	216	292	off_target	net_90_11013	1	0.01	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.0277777777777777	6	216	1458	off_target	net_90_11013	1	0.05	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.0555555555555555	12	216	2916	off_target	net_90_11013	1	0.1	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.1296296296296296	28	216	5832	off_target	net_90_11013	1	0.2	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.1527777777777778	33	216	7290	off_target	net_90_11013	1	0.25	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.3009259259259259	65	216	14580	off_target	net_90_11013	1	0.5	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.4444444444444444	96	216	21871	off_target	net_90_11013	1	0.75	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.5833333333333334	126	216	29161	off_target	net_90_11013	1	1.0	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.0	0	175	29	off_target	net_75_10306	0	0.001	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.0057142857142857	1	175	292	off_target	net_75_10306	0	0.01	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.0228571428571428	4	175	1458	off_target	net_75_10306	0	0.05	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.08	14	175	2916	off_target	net_75_10306	0	0.1	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.1485714285714285	26	175	5832	off_target	net_75_10306	0	0.2	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.2057142857142857	36	175	7290	off_target	net_75_10306	0	0.25	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.3542857142857142	62	175	14580	off_target	net_75_10306	0	0.5	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.4971428571428571	87	175	21871	off_target	net_75_10306	0	0.75	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.7028571428571428	123	175	29161	off_target	net_75_10306	0	1.0	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.0	0	175	29	on_target	net_75_10306	1	0.001	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.0057142857142857	1	175	292	on_target	net_75_10306	1	0.01	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.0457142857142857	8	175	1458	on_target	net_75_10306	1	0.05	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.0857142857142857	15	175	2916	on_target	net_75_10306	1	0.1	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.1542857142857142	27	175	5832	on_target	net_75_10306	1	0.2	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.1942857142857142	34	175	7290	on_target	net_75_10306	1	0.25	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.3314285714285714	58	175	14580	on_target	net_75_10306	1	0.5	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.5142857142857142	90	175	21871	on_target	net_75_10306	1	0.75	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.7028571428571428	123	175	29161	on_target	net_75_10306	1	1.0	net_90_11013_net_75_10306_net_77_11506	scgenerai_config
0.0	0	239	57	on_target	net_172_10626	0	0.001	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.0	0	239	566	on_target	net_172_10626	0	0.01	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.00836820083682	2	239	2831	on_target	net_172_10626	0	0.05	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.0585774058577405	14	239	5662	on_target	net_172_10626	0	0.1	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.100418410041841	24	239	11323	on_target	net_172_10626	0	0.2	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.1297071129707113	31	239	14154	on_target	net_172_10626	0	0.25	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.2384937238493724	57	239	28308	on_target	net_172_10626	0	0.5	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.3891213389121339	93	239	42462	on_target	net_172_10626	0	0.75	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.5690376569037657	136	239	56616	on_target	net_172_10626	0	1.0	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.0	0	239	57	off_target	net_172_10626	1	0.001	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.00836820083682	2	239	566	off_target	net_172_10626	1	0.01	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.0460251046025104	11	239	2831	off_target	net_172_10626	1	0.05	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.0669456066945606	16	239	5662	off_target	net_172_10626	1	0.1	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
