percentage_overlap	tp	gs_count	pp	target	grn	net	n_top	dataset	method
0.1297071129707113	31	239	11323	off_target	net_172_10626	1	0.2	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.1631799163179916	39	239	14154	off_target	net_172_10626	1	0.25	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.3138075313807531	75	239	28308	off_target	net_172_10626	1	0.5	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.4267782426778242	102	239	42462	off_target	net_172_10626	1	0.75	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.5690376569037657	136	239	56616	off_target	net_172_10626	1	1.0	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.0	0	98	57	off_target	net_89_11634	0	0.001	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.0204081632653061	2	98	566	off_target	net_89_11634	0	0.01	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.0510204081632653	5	98	2831	off_target	net_89_11634	0	0.05	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.0714285714285714	7	98	5662	off_target	net_89_11634	0	0.1	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.0918367346938775	9	98	11323	off_target	net_89_11634	0	0.2	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.1122448979591836	11	98	14154	off_target	net_89_11634	0	0.25	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.2040816326530612	20	98	28308	off_target	net_89_11634	0	0.5	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.336734693877551	33	98	42462	off_target	net_89_11634	0	0.75	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.4081632653061224	40	98	56616	off_target	net_89_11634	0	1.0	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.0	0	98	57	on_target	net_89_11634	1	0.001	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.010204081632653	1	98	566	on_target	net_89_11634	1	0.01	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.0204081632653061	2	98	2831	on_target	net_89_11634	1	0.05	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.0408163265306122	4	98	5662	on_target	net_89_11634	1	0.1	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.1020408163265306	10	98	11323	on_target	net_89_11634	1	0.2	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.1122448979591836	11	98	14154	on_target	net_89_11634	1	0.25	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.1632653061224489	16	98	28308	on_target	net_89_11634	1	0.5	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.2755102040816326	27	98	42462	on_target	net_89_11634	1	0.75	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.4081632653061224	40	98	56616	on_target	net_89_11634	1	1.0	net_172_10626_net_89_11634_net_76_10367	scgenerai_config
0.0	0	87	33	on_target	net_59_10488	0	0.001	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0	0	87	332	on_target	net_59_10488	0	0.01	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0459770114942528	4	87	1658	on_target	net_59_10488	0	0.05	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0689655172413793	6	87	3315	on_target	net_59_10488	0	0.1	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.1149425287356321	10	87	6631	on_target	net_59_10488	0	0.2	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.1494252873563218	13	87	8288	on_target	net_59_10488	0	0.25	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.264367816091954	23	87	16576	on_target	net_59_10488	0	0.5	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.367816091954023	32	87	24865	on_target	net_59_10488	0	0.75	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.4942528735632184	43	87	33153	on_target	net_59_10488	0	1.0	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0	0	87	33	off_target	net_59_10488	1	0.001	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0114942528735632	1	87	332	off_target	net_59_10488	1	0.01	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0459770114942528	4	87	1658	off_target	net_59_10488	1	0.05	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0804597701149425	7	87	3315	off_target	net_59_10488	1	0.1	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.1149425287356321	10	87	6631	off_target	net_59_10488	1	0.2	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.1264367816091954	11	87	8288	off_target	net_59_10488	1	0.25	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.264367816091954	23	87	16576	off_target	net_59_10488	1	0.5	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.3908045977011494	34	87	24865	off_target	net_59_10488	1	0.75	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.4942528735632184	43	87	33153	off_target	net_59_10488	1	1.0	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0	0	117	33	off_target	net_115_11153	0	0.001	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0	0	117	332	off_target	net_115_11153	0	0.01	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0	0	117	1658	off_target	net_115_11153	0	0.05	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0341880341880341	4	117	3315	off_target	net_115_11153	0	0.1	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0427350427350427	5	117	6631	off_target	net_115_11153	0	0.2	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0427350427350427	5	117	8288	off_target	net_115_11153	0	0.25	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0683760683760683	8	117	16576	off_target	net_115_11153	0	0.5	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.1025641025641025	12	117	24865	off_target	net_115_11153	0	0.75	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.1196581196581196	14	117	33153	off_target	net_115_11153	0	1.0	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0	0	117	33	on_target	net_115_11153	1	0.001	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0085470085470085	1	117	332	on_target	net_115_11153	1	0.01	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0085470085470085	1	117	1658	on_target	net_115_11153	1	0.05	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0256410256410256	3	117	3315	on_target	net_115_11153	1	0.1	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0512820512820512	6	117	6631	on_target	net_115_11153	1	0.2	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0512820512820512	6	117	8288	on_target	net_115_11153	1	0.25	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0512820512820512	6	117	16576	on_target	net_115_11153	1	0.5	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.094017094017094	11	117	24865	on_target	net_115_11153	1	0.75	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.1196581196581196	14	117	33153	on_target	net_115_11153	1	1.0	net_59_10488_net_115_11153_net_84_11226	scgenerai_config
0.0	0	92	40	on_target	net_60_10703	0	0.001	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0	0	92	396	on_target	net_60_10703	0	0.01	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0543478260869565	5	92	1981	on_target	net_60_10703	0	0.05	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0652173913043478	6	92	3962	on_target	net_60_10703	0	0.1	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.1521739130434782	14	92	7924	on_target	net_60_10703	0	0.2	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.2065217391304347	19	92	9905	on_target	net_60_10703	0	0.25	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.3478260869565217	32	92	19810	on_target	net_60_10703	0	0.5	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.532608695652174	49	92	29716	on_target	net_60_10703	0	0.75	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.6847826086956522	63	92	39621	on_target	net_60_10703	0	1.0	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0	0	92	40	off_target	net_60_10703	1	0.001	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0	0	92	396	off_target	net_60_10703	1	0.01	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0326086956521739	3	92	1981	off_target	net_60_10703	1	0.05	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0543478260869565	5	92	3962	off_target	net_60_10703	1	0.1	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0978260869565217	9	92	7924	off_target	net_60_10703	1	0.2	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.1413043478260869	13	92	9905	off_target	net_60_10703	1	0.25	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.3043478260869565	28	92	19810	off_target	net_60_10703	1	0.5	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.5108695652173914	47	92	29716	off_target	net_60_10703	1	0.75	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.6847826086956522	63	92	39621	off_target	net_60_10703	1	1.0	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0	0	175	40	off_target	net_141_11706	0	0.001	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0114285714285714	2	175	396	off_target	net_141_11706	0	0.01	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0628571428571428	11	175	1981	off_target	net_141_11706	0	0.05	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.1257142857142857	22	175	3962	off_target	net_141_11706	0	0.1	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.2228571428571428	39	175	7924	off_target	net_141_11706	0	0.2	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.24	42	175	9905	off_target	net_141_11706	0	0.25	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.4114285714285714	72	175	19810	off_target	net_141_11706	0	0.5	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.5657142857142857	99	175	29716	off_target	net_141_11706	0	0.75	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.7257142857142858	127	175	39621	off_target	net_141_11706	0	1.0	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0	0	175	40	on_target	net_141_11706	1	0.001	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0057142857142857	1	175	396	on_target	net_141_11706	1	0.01	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0342857142857142	6	175	1981	on_target	net_141_11706	1	0.05	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0857142857142857	15	175	3962	on_target	net_141_11706	1	0.1	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.1142857142857142	20	175	7924	on_target	net_141_11706	1	0.2	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.2	35	175	9905	on_target	net_141_11706	1	0.25	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.3828571428571428	67	175	19810	on_target	net_141_11706	1	0.5	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.5257142857142857	92	175	29716	on_target	net_141_11706	1	0.75	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.7257142857142858	127	175	39621	on_target	net_141_11706	1	1.0	net_60_10703_net_141_11706_net_81_10586	scgenerai_config
0.0	0	105	22	on_target	net_98_11932	0	0.001	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0	0	105	217	on_target	net_98_11932	0	0.01	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0095238095238095	1	105	1087	on_target	net_98_11932	0	0.05	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0380952380952381	4	105	2174	on_target	net_98_11932	0	0.1	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0857142857142857	9	105	4347	on_target	net_98_11932	0	0.2	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.1047619047619047	11	105	5434	on_target	net_98_11932	0	0.25	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.238095238095238	25	105	10868	on_target	net_98_11932	0	0.5	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.3142857142857143	33	105	16302	on_target	net_98_11932	0	0.75	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.3619047619047619	38	105	21736	on_target	net_98_11932	0	1.0	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0	0	105	22	off_target	net_98_11932	1	0.001	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.019047619047619	2	105	217	off_target	net_98_11932	1	0.01	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0285714285714285	3	105	1087	off_target	net_98_11932	1	0.05	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0380952380952381	4	105	2174	off_target	net_98_11932	1	0.1	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0666666666666666	7	105	4347	off_target	net_98_11932	1	0.2	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.1047619047619047	11	105	5434	off_target	net_98_11932	1	0.25	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.1904761904761904	20	105	10868	off_target	net_98_11932	1	0.5	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.2952380952380952	31	105	16302	off_target	net_98_11932	1	0.75	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.3619047619047619	38	105	21736	off_target	net_98_11932	1	1.0	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0	0	90	22	off_target	net_51_10906	0	0.001	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0	0	90	217	off_target	net_51_10906	0	0.01	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0111111111111111	1	90	1087	off_target	net_51_10906	0	0.05	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0666666666666666	6	90	2174	off_target	net_51_10906	0	0.1	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.1333333333333333	12	90	4347	off_target	net_51_10906	0	0.2	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.1777777777777777	16	90	5434	off_target	net_51_10906	0	0.25	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.2888888888888888	26	90	10868	off_target	net_51_10906	0	0.5	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.3888888888888889	35	90	16302	off_target	net_51_10906	0	0.75	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.6333333333333333	57	90	21736	off_target	net_51_10906	0	1.0	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0	0	90	22	on_target	net_51_10906	1	0.001	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0	0	90	217	on_target	net_51_10906	1	0.01	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0333333333333333	3	90	1087	on_target	net_51_10906	1	0.05	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0555555555555555	5	90	2174	on_target	net_51_10906	1	0.1	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.1333333333333333	12	90	4347	on_target	net_51_10906	1	0.2	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.1666666666666666	15	90	5434	on_target	net_51_10906	1	0.25	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.3222222222222222	29	90	10868	on_target	net_51_10906	1	0.5	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.4666666666666667	42	90	16302	on_target	net_51_10906	1	0.75	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.6333333333333333	57	90	21736	on_target	net_51_10906	1	1.0	net_98_11932_net_51_10906_net_60_10082	scgenerai_config
0.0	0	175	52	on_target	net_141_11706	0	0.001	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0114285714285714	2	175	520	on_target	net_141_11706	0	0.01	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0457142857142857	8	175	2600	on_target	net_141_11706	0	0.05	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0685714285714285	12	175	5200	on_target	net_141_11706	0	0.1	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.1657142857142857	29	175	10401	on_target	net_141_11706	0	0.2	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.1885714285714285	33	175	13001	on_target	net_141_11706	0	0.25	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.3714285714285714	65	175	26002	on_target	net_141_11706	0	0.5	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.5771428571428572	101	175	39002	on_target	net_141_11706	0	0.75	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.7257142857142858	127	175	52003	on_target	net_141_11706	0	1.0	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0	0	175	52	off_target	net_141_11706	1	0.001	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0057142857142857	1	175	520	off_target	net_141_11706	1	0.01	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0342857142857142	6	175	2600	off_target	net_141_11706	1	0.05	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0857142857142857	15	175	5200	off_target	net_141_11706	1	0.1	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.1485714285714285	26	175	10401	off_target	net_141_11706	1	0.2	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.1714285714285714	30	175	13001	off_target	net_141_11706	1	0.25	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.3485714285714286	61	175	26002	off_target	net_141_11706	1	0.5	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.5371428571428571	94	175	39002	off_target	net_141_11706	1	0.75	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.7257142857142858	127	175	52003	off_target	net_141_11706	1	1.0	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0	0	132	52	off_target	net_61_10737	0	0.001	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0075757575757575	1	132	520	off_target	net_61_10737	0	0.01	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0606060606060606	8	132	2600	off_target	net_61_10737	0	0.05	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0833333333333333	11	132	5200	off_target	net_61_10737	0	0.1	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.1590909090909091	21	132	10401	off_target	net_61_10737	0	0.2	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.1818181818181818	24	132	13001	off_target	net_61_10737	0	0.25	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.3181818181818182	42	132	26002	off_target	net_61_10737	0	0.5	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.4545454545454545	60	132	39002	off_target	net_61_10737	0	0.75	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.6060606060606061	80	132	52003	off_target	net_61_10737	0	1.0	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0	0	132	52	on_target	net_61_10737	1	0.001	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0	0	132	520	on_target	net_61_10737	1	0.01	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0227272727272727	3	132	2600	on_target	net_61_10737	1	0.05	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.053030303030303	7	132	5200	on_target	net_61_10737	1	0.1	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0909090909090909	12	132	10401	on_target	net_61_10737	1	0.2	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.1287878787878787	17	132	13001	on_target	net_61_10737	1	0.25	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.2803030303030303	37	132	26002	on_target	net_61_10737	1	0.5	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.4469696969696969	59	132	39002	on_target	net_61_10737	1	0.75	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.6060606060606061	80	132	52003	on_target	net_61_10737	1	1.0	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0	0	80	52	off_target	net_70_11670	0	0.001	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0	0	80	520	off_target	net_70_11670	0	0.01	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0125	1	80	2600	off_target	net_70_11670	0	0.05	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0375	3	80	5200	off_target	net_70_11670	0	0.1	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.1	8	80	10401	off_target	net_70_11670	0	0.2	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.1	8	80	13001	off_target	net_70_11670	0	0.25	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.275	22	80	26002	off_target	net_70_11670	0	0.5	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.4625	37	80	39002	off_target	net_70_11670	0	0.75	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.5875	47	80	52003	off_target	net_70_11670	0	1.0	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0	0	80	52	off_target	net_70_11670	1	0.001	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0	0	80	520	off_target	net_70_11670	1	0.01	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0125	1	80	2600	off_target	net_70_11670	1	0.05	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.025	2	80	5200	off_target	net_70_11670	1	0.1	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.05	4	80	10401	off_target	net_70_11670	1	0.2	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0625	5	80	13001	off_target	net_70_11670	1	0.25	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.2	16	80	26002	off_target	net_70_11670	1	0.5	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.425	34	80	39002	off_target	net_70_11670	1	0.75	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.5875	47	80	52003	off_target	net_70_11670	1	1.0	net_141_11706_net_61_10737_net_70_11670_net_51_10906	scgenerai_config
0.0	0	175	77	on_target	net_141_11706	0	0.001	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0057142857142857	1	175	774	on_target	net_141_11706	0	0.01	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0285714285714285	5	175	3871	on_target	net_141_11706	0	0.05	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0571428571428571	10	175	7742	on_target	net_141_11706	0	0.1	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.1371428571428571	24	175	15484	on_target	net_141_11706	0	0.2	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.1828571428571428	32	175	19355	on_target	net_141_11706	0	0.25	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.36	63	175	38710	on_target	net_141_11706	0	0.5	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.5314285714285715	93	175	58066	on_target	net_141_11706	0	0.75	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.7257142857142858	127	175	77421	on_target	net_141_11706	0	1.0	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0	0	175	77	off_target	net_141_11706	1	0.001	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0057142857142857	1	175	774	off_target	net_141_11706	1	0.01	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0114285714285714	2	175	3871	off_target	net_141_11706	1	0.05	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0514285714285714	9	175	7742	off_target	net_141_11706	1	0.1	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.1371428571428571	24	175	15484	off_target	net_141_11706	1	0.2	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.1771428571428571	31	175	19355	off_target	net_141_11706	1	0.25	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.3771428571428571	66	175	38710	off_target	net_141_11706	1	0.5	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.5428571428571428	95	175	58066	off_target	net_141_11706	1	0.75	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.7257142857142858	127	175	77421	off_target	net_141_11706	1	1.0	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0	0	101	77	off_target	net_81_10586	0	0.001	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0	0	101	774	off_target	net_81_10586	0	0.01	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0396039603960396	4	101	3871	off_target	net_81_10586	0	0.05	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0396039603960396	4	101	7742	off_target	net_81_10586	0	0.1	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0891089108910891	9	101	15484	off_target	net_81_10586	0	0.2	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.099009900990099	10	101	19355	off_target	net_81_10586	0	0.25	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.2772277227722772	28	101	38710	off_target	net_81_10586	0	0.5	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.4158415841584158	42	101	58066	off_target	net_81_10586	0	0.75	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.504950495049505	51	101	77421	off_target	net_81_10586	0	1.0	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0	0	101	77	on_target	net_81_10586	1	0.001	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0198019801980198	2	101	774	on_target	net_81_10586	1	0.01	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0198019801980198	2	101	3871	on_target	net_81_10586	1	0.05	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.0594059405940594	6	101	7742	on_target	net_81_10586	1	0.1	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.1089108910891089	11	101	15484	on_target	net_81_10586	1	0.2	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.1584158415841584	16	101	19355	on_target	net_81_10586	1	0.25	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.2772277227722772	28	101	38710	on_target	net_81_10586	1	0.5	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
0.3762376237623762	38	101	58066	on_target	net_81_10586	1	0.75	net_141_11706_net_81_10586_net_115_11153_net_57_10409	scgenerai_config
