percentage_overlap	tp	gs_count	pp	target	grn	net	n_top	dataset	method	xai_method	hidden_layer_size	n_hidden_layers	dropout	model	background	raw
0.0	0	154	69	on_target	net_84_10865	0	0.001	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.0	0	154	686	on_target	net_84_10865	0	0.01	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.0779220779220779	12	154	3432	on_target	net_84_10865	0	0.05	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.1948051948051948	30	154	6864	on_target	net_84_10865	0	0.1	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.3311688311688311	51	154	10297	on_target	net_84_10865	0	0.15	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.4415584415584415	68	154	13729	on_target	net_84_10865	0	0.2	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.538961038961039	83	154	17161	on_target	net_84_10865	0	0.25	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.577922077922078	89	154	20593	on_target	net_84_10865	0	0.3	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.6298701298701299	97	154	24025	on_target	net_84_10865	0	0.35	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.6753246753246753	104	154	27458	on_target	net_84_10865	0	0.4	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.7077922077922078	109	154	30890	on_target	net_84_10865	0	0.45	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.7662337662337663	118	154	34322	on_target	net_84_10865	0	0.5	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.7987012987012987	123	154	37754	on_target	net_84_10865	0	0.55	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.8376623376623377	129	154	41186	on_target	net_84_10865	0	0.6	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.8571428571428571	132	154	44619	on_target	net_84_10865	0	0.65	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.8571428571428571	132	154	48051	on_target	net_84_10865	0	0.7	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.8701298701298701	134	154	51483	on_target	net_84_10865	0	0.75	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
0.8896103896103896	137	154	54915	on_target	net_84_10865	0	0.8	net_84_10865_net_88_10937_net_90_11013	GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros_False	GradientShap	64	1	0.1	NegativeBinomialAutoencoder	zeros	False
