	cluster	source	jaccard_score	size_a	size_b	threshold	top_regulons	comparison	file_a	file_b
1246	b_cells	HLA-DPA1	0.20481927710843373	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1247	cd4+_tcells	ARL4C	0.25	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1248	cd4+_tcells	IFITM2	0.3157894736842105	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1249	cd14-_monocytes	S100A8	0.1111111111111111	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1250	cd14-_monocytes	HLA-DPB1	0.12359550561797752	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1251	cd14+_monocytes	ACTN1	0.07526881720430108	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1252	DC	HLA-DPB1	0.16279069767441862	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1253	cd8+_tcells	ARL4C	0.26582278481012656	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1254	cd8+_tcells	IFITM2	0.2345679012345679	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1255	pDC	FCER1A	0.35135135135135137	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1256	pDC	HLA-DQA1	0.3333333333333333	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1257	b_cells	TAGLN2	0.2345679012345679	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1258	pDC	ARL4C	0.20481927710843373	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1259	cd4+_tcells	IL2RG	0.3333333333333333	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1260	cd14-_monocytes	HLA-DPA1	0.14942528735632185	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1261	pDC	HLA-DQB1	0.21951219512195122	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1262	b_cells	HLA-DQA1	0.14942528735632185	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1263	DC	HLA-DPA1	0.16279069767441862	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1264	b_cells	HLA-DRB1	0.21951219512195122	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1265	cd14+_monocytes	ID2	0.17647058823529413	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1266	b_cells	HLA-DQB1	0.17647058823529413	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1267	pDC	HLA-DPB1	0.28205128205128205	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1268	cd14-_monocytes	HLA-DQA1	0.12359550561797752	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1269	DC	HLA-DQA1	0.19047619047619047	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1270	DC	HLA-DRB1	0.19047619047619047	50	50	50	20	bd-rhap-rep2-X/regulons_50.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_50.tsv	bd-rhap-rep2-X/regulons_50.tsv	10x-rep1-kallisto-cellbender-X/regulons_50.tsv
1271	DC	ADAM28	0.5384615384615384	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1272	DC	TPM4	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1273	b_cells	UVRAG	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1274	cd8+_tcells	CXCR4	0.42857142857142855	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1275	pDC	FOXP1	0.42857142857142855	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1276	b_cells	HLA-DPB1	0.5384615384615384	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1277	cd14-_monocytes	HLA-DQB1	0.42857142857142855	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1278	b_cells	HLA-DOA	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1279	nk_cells	VOPP1	0.42857142857142855	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1280	cd14+_monocytes	SLC8A1	0.5384615384615384	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1281	DC	SELL	0.3333333333333333	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1282	cd4+_tcells	CDC42SE2	1.0	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1283	cd14+_monocytes	UVRAG	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1284	b_cells	WDFY4	0.5384615384615384	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1285	DC	CD74	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1286	pDC	KIF2A	0.17647058823529413	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1287	b_cells	VAV3	0.17647058823529413	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1288	nk_cells	ZFP36L1	0.1111111111111111	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1289	cd14-_monocytes	IL2RG	0.5384615384615384	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1290	cd8+_tcells	EPB41	0.3333333333333333	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1291	pDC	IRF8	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1292	DC	ZFP36L1	0.8181818181818182	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1293	DC	UVRAG	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1294	cd14+_monocytes	SYTL3	0.3333333333333333	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1295	cd8+_tcells	ATXN1	0.8181818181818182	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1296	cd14-_monocytes	HDAC9	0.3333333333333333	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1297	b_cells	HLA-DPA1	0.5384615384615384	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1298	nk_cells	NFATC2	0.42857142857142855	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1299	DC	HLA-DPB1	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1300	DC	HLA-DOA	1.0	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1301	cd4+_tcells	RUNX1	0.05263157894736842	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1302	cd8+_tcells	SLAMF7	0.42857142857142855	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1303	cd14-_monocytes	RGS18	0.0	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1304	nk_cells	DAB2	0.42857142857142855	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1305	cd4+_tcells	CCND2	0.42857142857142855	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1306	b_cells	IRF8	0.25	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1307	b_cells	CDC42SE2	0.17647058823529413	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1308	pDC	AFF3	0.42857142857142855	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1309	cd4+_tcells	THEM4	0.17647058823529413	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1310	DC	HLA-DPA1	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1311	pDC	ALCAM	0.3333333333333333	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1312	b_cells	EPB41	0.5384615384615384	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1313	pDC	HLA-DRA	0.8181818181818182	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1314	cd14-_monocytes	ADK	0.42857142857142855	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1315	cd14-_monocytes	APP	0.25	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1316	cd14-_monocytes	DOCK10	0.42857142857142855	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1317	cd14+_monocytes	FCHSD2	0.17647058823529413	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1318	cd4+_tcells	OFD1	0.3333333333333333	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1319	pDC	UVRAG	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1320	cd14-_monocytes	CAMK1D	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1321	pDC	PLD4	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1322	nk_cells	CDC42SE2	0.5384615384615384	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1323	pDC	HLA-DOA	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1324	pDC	HLA-DPB1	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1325	b_cells	VOPP1	0.8181818181818182	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1326	cd14-_monocytes	UBE2E2	0.3333333333333333	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1327	cd4+_tcells	TRERF1	0.25	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1328	b_cells	HLA-DRA	0.8181818181818182	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1329	DC	HLA-DRB1	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1330	nk_cells	EPB41	0.3333333333333333	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1331	pDC	MCL1	0.5384615384615384	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1332	cd8+_tcells	PHACTR2	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1333	cd14+_monocytes	VOPP1	0.25	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1334	cd4+_tcells	CXCR4	0.42857142857142855	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1335	cd8+_tcells	NIBAN1	0.5384615384615384	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1336	cd14-_monocytes	OAS3	0.3333333333333333	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1337	pDC	HLA-DPA1	0.8181818181818182	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1338	cd4+_tcells	ID2	0.17647058823529413	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1339	cd14+_monocytes	ATP2B4	0.3333333333333333	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1340	DC	CD1C	0.8181818181818182	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1341	b_cells	OFD1	0.42857142857142855	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1342	DC	HLA-DRA	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1343	nk_cells	CCND2	0.25	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1344	cd14+_monocytes	SLC40A1	0.3333333333333333	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1345	cd4+_tcells	ARL4C	0.6666666666666666	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1346	pDC	CDC42SE2	0.05263157894736842	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1347	cd14-_monocytes	PACS1	0.17647058823529413	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1348	nk_cells	GPRIN3	0.42857142857142855	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1349	cd4+_tcells	CMIP	0.3333333333333333	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1350	nk_cells	OFD1	0.42857142857142855	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1351	DC	MCL1	0.3333333333333333	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1352	b_cells	PALM2AKAP2	1.0	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
1353	cd4+_tcells	ELMO1	0.25	10	10	10	50	bd-rhap-rep1-X/regulons_10.tsv vs bd-rhap-rep2-X/regulons_10.tsv	bd-rhap-rep1-X/regulons_10.tsv	bd-rhap-rep2-X/regulons_10.tsv
