	cluster	source	jaccard_score	size_a	size_b	threshold	top_regulons	comparison	file_a	file_b
355	cd14-_monocytes	PLD4	0.4634146341463415	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
356	b_cells	HLA-DPA1	0.5789473684210527	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
357	DC	HLA-DPB1	0.5384615384615384	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
358	pDC	SELL	0.7142857142857143	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
359	pDC	HLA-DQA1	0.7142857142857143	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
360	cd4+_tcells	VOPP1	0.6216216216216216	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
361	nk_cells	SLC38A1	0.5384615384615384	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
362	cd8+_tcells	VOPP1	0.5384615384615384	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
363	nk_cells	VAV3	0.36363636363636365	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
364	DC	MCL1	0.42857142857142855	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
365	pDC	HLA-DQB1	0.5384615384615384	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
366	b_cells	HLA-DQA1	0.4634146341463415	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
367	DC	HLA-DPA1	0.5384615384615384	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
368	b_cells	HLA-DRB1	0.6216216216216216	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
369	cd8+_tcells	HLA-DPB1	0.5789473684210527	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
370	cd4+_tcells	SLC38A1	0.5789473684210527	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
371	cd14+_monocytes	HLA-DQA1	0.3333333333333333	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
372	b_cells	HLA-DQB1	0.42857142857142855	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
373	pDC	HLA-DOA	0.7647058823529411	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
374	pDC	HLA-DPB1	0.6666666666666666	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
375	cd14-_monocytes	HLA-DQA1	0.42857142857142855	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
376	nk_cells	SELL	0.36363636363636365	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
377	DC	HLA-DQA1	0.5	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
378	b_cells	HLA-DRA	0.6666666666666666	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
379	DC	HLA-DRB1	0.5	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
380	pDC	MCL1	0.6216216216216216	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs bd-rhap-rep2-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv
381	DC	CD74	0.30434782608695654	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
382	cd14-_monocytes	CPVL	0.42857142857142855	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
383	nk_cells	ARL4C	0.25	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
384	b_cells	HLA-DPB1	0.25	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
385	b_cells	HLA-DPA1	0.25	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
386	cd14-_monocytes	HLA-DPB1	0.2	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
387	cd14-_monocytes	HLA-DPA1	0.30434782608695654	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
388	pDC	HLA-DQB1	0.36363636363636365	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
389	pDC	HLA-DPB1	0.3333333333333333	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
390	DC	HLA-DPB1	0.25	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
391	DC	HLA-DPA1	0.2765957446808511	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
392	b_cells	HLA-DRB1	0.25	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
393	cd14-_monocytes	HLA-DQA1	0.22448979591836735	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
394	b_cells	HLA-DQA1	0.25	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
395	b_cells	HLA-DQB1	0.30434782608695654	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
396	pDC	HLA-DQA1	0.3953488372093023	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
397	DC	HLA-DRB1	0.30434782608695654	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
398	DC	HLA-DRA	0.2765957446808511	30	30	30	10	bd-rhap-rep1-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep1-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
399	nk_cells	IFITM2	0.25	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
400	cd4+_tcells	TAGLN2	0.15384615384615385	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
401	b_cells	HLA-DPB1	0.22448979591836735	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
402	pDC	HLA-DPA1	0.36363636363636365	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
403	DC	HLA-DRA	0.25	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
404	b_cells	HLA-DPA1	0.25	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
405	DC	HLA-DPB1	0.2	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
406	pDC	FCER1A	0.3333333333333333	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
407	pDC	HLA-DQA1	0.36363636363636365	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
408	pDC	HLA-DQB1	0.30434782608695654	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
409	b_cells	HLA-DQA1	0.22448979591836735	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
410	b_cells	HLA-DRB1	0.30434782608695654	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
411	DC	HLA-DPA1	0.22448979591836735	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
412	cd14+_monocytes	ID2	0.2	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
413	nk_cells	IGFBP7	0.1320754716981132	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
414	b_cells	HLA-DQB1	0.2765957446808511	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
415	pDC	HLA-DPB1	0.30434782608695654	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
416	cd14-_monocytes	HLA-DQA1	0.17647058823529413	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
417	DC	HLA-DRB1	0.22448979591836735	30	30	30	10	bd-rhap-rep2-X/regulons_30.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_30.tsv	bd-rhap-rep2-X/regulons_30.tsv	10x-rep1-kallisto-cellbender-X/regulons_30.tsv
418	cd14+_monocytes	VOPP1	0.3114754098360656	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
419	b_cells	HLA-DOA	0.5686274509803921	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
420	cd14-_monocytes	HLA-DQB1	0.2903225806451613	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
421	b_cells	HLA-DPB1	0.5384615384615384	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
422	cd8+_tcells	NIBAN1	0.7391304347826086	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
423	cd4+_tcells	NIBAN1	0.10869565217391304	40	11	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
424	nk_cells	VOPP1	0.6	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
425	DC	HLA-DQB1	0.5384615384615384	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
426	cd4+_tcells	ID2	0.3114754098360656	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
427	DC	HLA-DRA	0.6	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
428	cd14+_monocytes	HDAC9	0.48148148148148145	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
429	b_cells	HLA-DPA1	0.6	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
430	DC	HLA-DPB1	0.5384615384615384	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
431	pDC	SELL	0.6666666666666666	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
432	pDC	FCER1A	0.3559322033898305	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
433	cd4+_tcells	VOPP1	0.6	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
434	nk_cells	SLC38A1	0.6666666666666666	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
435	DC	MCL1	0.3333333333333333	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
436	cd14-_monocytes	CSF3R	0.48148148148148145	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
437	pDC	HLA-DQB1	0.5094339622641509	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
438	b_cells	HLA-DQA1	0.5384615384615384	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
439	DC	HLA-DPA1	0.5686274509803921	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
440	b_cells	HLA-DRB1	0.5686274509803921	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
441	cd4+_tcells	SLC38A1	0.5686274509803921	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
442	cd14+_monocytes	HLA-DQA1	0.3793103448275862	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
443	b_cells	HLA-DQB1	0.48148148148148145	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
444	pDC	HLA-DOA	0.7021276595744681	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
445	pDC	HLA-DPB1	0.7777777777777778	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
446	cd14-_monocytes	HLA-DQA1	0.42857142857142855	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
447	cd8+_tcells	HLA-DPA1	0.40350877192982454	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
448	DC	HLA-DQA1	0.48148148148148145	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
449	DC	HLA-DRB1	0.5094339622641509	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs bd-rhap-rep2-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	bd-rhap-rep2-X/regulons_40.tsv
450	cd14-_monocytes	CPVL	0.3333333333333333	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
451	b_cells	HLA-DPB1	0.23076923076923078	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
452	b_cells	HLA-DPA1	0.25	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
453	cd14-_monocytes	HLA-DPA1	0.3114754098360656	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
454	pDC	HLA-DQB1	0.3333333333333333	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
455	pDC	HLA-DPB1	0.3793103448275862	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
456	DC	HLA-DPB1	0.21212121212121213	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
457	DC	HLA-DPA1	0.21212121212121213	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
458	cd14-_monocytes	HLA-DQA1	0.19402985074626866	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
459	b_cells	HLA-DQA1	0.23076923076923078	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
460	b_cells	HLA-DQB1	0.2698412698412698	40	40	40	10	bd-rhap-rep1-X/regulons_40.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_40.tsv	bd-rhap-rep1-X/regulons_40.tsv	10x-rep1-kallisto-cellbender-X/regulons_40.tsv
