n_top	percentage_overlap	configuration	target	percentage_recovered	tp	gs_count	pp	type	grn	net	top_perc	dataset	method	xai_method	hidden_layer_size	n_hidden_layers	dropout	model	background	raw
0.25	0.1111111111111111	grnboost2_config	off_target																	
0.5	0.1111111111111111	grnboost2_config	off_target																	
0.75	0.1111111111111111	grnboost2_config	off_target																	
1.0	0.1111111111111111	grnboost2_config	off_target																	
0.001	0.0129870129870129	grnboost2_config	off_target																	
0.01	0.0714285714285714	grnboost2_config	off_target																	
0.05	0.1753246753246753	grnboost2_config	off_target																	
0.1	0.2272727272727272	grnboost2_config	off_target																	
0.2	0.2272727272727272	grnboost2_config	off_target																	
0.25	0.2272727272727272	grnboost2_config	off_target																	
0.5	0.2272727272727272	grnboost2_config	off_target																	
0.75	0.2272727272727272	grnboost2_config	off_target																	
1.0	0.2272727272727272	grnboost2_config	off_target																	
0.001	0.0108695652173913	grnboost2_config	off_target																	
0.01	0.0380434782608695	grnboost2_config	off_target																	
0.05	0.1358695652173913	grnboost2_config	off_target																	
0.1	0.2119565217391304	grnboost2_config	off_target																	
0.2	0.2119565217391304	grnboost2_config	off_target																	
0.25	0.2119565217391304	grnboost2_config	off_target																	
0.5	0.2119565217391304	grnboost2_config	off_target																	
0.75	0.2119565217391304	grnboost2_config	off_target																	
1.0	0.2119565217391304	grnboost2_config	off_target																	
0.001	0.0	grnboost2_config	off_target																	
0.01	0.0509259259259259	grnboost2_config	off_target																	
0.05	0.125	grnboost2_config	off_target																	
0.1	0.1759259259259259	grnboost2_config	off_target																	
0.2	0.1759259259259259	grnboost2_config	off_target																	
0.25	0.1759259259259259	grnboost2_config	off_target																	
0.5	0.1759259259259259	grnboost2_config	off_target																	
0.75	0.1759259259259259	grnboost2_config	off_target																	
1.0	0.1759259259259259	grnboost2_config	off_target																	
0.001	0.0108695652173913	grnboost2_config	on_target																	
0.01	0.0543478260869565	grnboost2_config	on_target																	
0.05	0.1739130434782608	grnboost2_config	on_target																	
0.1	0.2608695652173913	grnboost2_config	on_target																	
0.2	0.2608695652173913	grnboost2_config	on_target																	
0.25	0.2608695652173913	grnboost2_config	on_target																	
0.5	0.2608695652173913	grnboost2_config	on_target																	
0.75	0.2608695652173913	grnboost2_config	on_target																	
1.0	0.2608695652173913	grnboost2_config	on_target																	
0.001	0.0171428571428571	grnboost2_config	off_target																	
0.01	0.0742857142857142	grnboost2_config	off_target																	
0.05	0.1657142857142857	grnboost2_config	off_target																	
0.1	0.2285714285714285	grnboost2_config	off_target																	
0.2	0.2285714285714285	grnboost2_config	off_target																	
0.25	0.2285714285714285	grnboost2_config	off_target																	
0.5	0.2285714285714285	grnboost2_config	off_target																	
0.75	0.2285714285714285	grnboost2_config	off_target																	
1.0	0.2285714285714285	grnboost2_config	off_target																	
0.001	0.0	grnboost2_config	off_target																	
0.01	0.0792079207920792	grnboost2_config	off_target																	
0.05	0.2574257425742574	grnboost2_config	off_target																	
0.1	0.3366336633663366	grnboost2_config	off_target																	
0.2	0.3366336633663366	grnboost2_config	off_target																	
0.25	0.3366336633663366	grnboost2_config	off_target																	
0.5	0.3366336633663366	grnboost2_config	off_target																	
0.75	0.3366336633663366	grnboost2_config	off_target																	
1.0	0.3366336633663366	grnboost2_config	off_target																	
0.001	0.0085470085470085	grnboost2_config	off_target																	
0.01	0.0256410256410256	grnboost2_config	off_target																	
0.05	0.0683760683760683	grnboost2_config	off_target																	
0.1	0.1282051282051282	grnboost2_config	off_target																	
0.2	0.1282051282051282	grnboost2_config	off_target																	
0.25	0.1282051282051282	grnboost2_config	off_target																	
0.5	0.1282051282051282	grnboost2_config	off_target																	
0.75	0.1282051282051282	grnboost2_config	off_target																	
1.0	0.1282051282051282	grnboost2_config	off_target																	
0.001	0.0655737704918032	grnboost2_config	off_target																	
0.01	0.1147540983606557	grnboost2_config	off_target																	
0.05	0.2459016393442623	grnboost2_config	off_target																	
0.1	0.2786885245901639	grnboost2_config	off_target																	
0.2	0.2786885245901639	grnboost2_config	off_target																	
0.25	0.2786885245901639	grnboost2_config	off_target																	
0.5	0.2786885245901639	grnboost2_config	off_target																	
0.75	0.2786885245901639	grnboost2_config	off_target																	
1.0	0.2786885245901639	grnboost2_config	off_target																	
0.001	0.0227272727272727	grnboost2_config	off_target																	
0.01	0.0378787878787878	grnboost2_config	off_target																	
0.05	0.106060606060606	grnboost2_config	off_target																	
0.1	0.1666666666666666	grnboost2_config	off_target																	
0.2	0.1666666666666666	grnboost2_config	off_target																	
0.25	0.1666666666666666	grnboost2_config	off_target																	
0.5	0.1666666666666666	grnboost2_config	off_target																	
0.75	0.1666666666666666	grnboost2_config	off_target																	
1.0	0.1666666666666666	grnboost2_config	off_target																	
0.001	0.0111111111111111	grnboost2_config	off_target																	
0.01	0.0444444444444444	grnboost2_config	off_target																	
0.05	0.1666666666666666	grnboost2_config	off_target																	
0.1	0.2888888888888888	grnboost2_config	off_target																	
0.2	0.2888888888888888	grnboost2_config	off_target																	
0.25	0.2888888888888888	grnboost2_config	off_target																	
0.5	0.2888888888888888	grnboost2_config	off_target																	
0.75	0.2888888888888888	grnboost2_config	off_target																	
1.0	0.2888888888888888	grnboost2_config	off_target																	
0.001	0.0064935064935064	grnboost2_config	off_target																	
0.01	0.0194805194805194	grnboost2_config	off_target																	
0.05	0.0779220779220779	grnboost2_config	off_target																	
0.1	0.1103896103896103	grnboost2_config	off_target																	
0.2	0.1103896103896103	grnboost2_config	off_target																	
0.25	0.1103896103896103	grnboost2_config	off_target																	
0.5	0.1103896103896103	grnboost2_config	off_target																	
0.75	0.1103896103896103	grnboost2_config	off_target																	
1.0	0.1103896103896103	grnboost2_config	off_target																	
0.001	0.0054347826086956	grnboost2_config	off_target																	
0.01	0.0543478260869565	grnboost2_config	off_target																	
0.05	0.1521739130434782	grnboost2_config	off_target																	
0.1	0.2119565217391304	grnboost2_config	off_target																	
0.2	0.2119565217391304	grnboost2_config	off_target																	
0.25	0.2119565217391304	grnboost2_config	off_target																	
0.5	0.2119565217391304	grnboost2_config	off_target																	
0.75	0.2119565217391304	grnboost2_config	off_target																	
1.0	0.2119565217391304	grnboost2_config	off_target																	
0.001	0.0092592592592592	grnboost2_config	off_target																	
0.01	0.0416666666666666	grnboost2_config	off_target																	
0.05	0.1203703703703703	grnboost2_config	off_target																	
0.1	0.1481481481481481	grnboost2_config	off_target																	
0.2	0.1481481481481481	grnboost2_config	off_target																	
0.25	0.1481481481481481	grnboost2_config	off_target																	
0.5	0.1481481481481481	grnboost2_config	off_target																	
0.75	0.1481481481481481	grnboost2_config	off_target																	
1.0	0.1481481481481481	grnboost2_config	off_target																	
0.001	0.0108695652173913	grnboost2_config	off_target																	
0.01	0.0652173913043478	grnboost2_config	off_target																	
0.05	0.1956521739130435	grnboost2_config	off_target																	
0.1	0.25	grnboost2_config	off_target																	
0.2	0.25	grnboost2_config	off_target																	
0.25	0.25	grnboost2_config	off_target																	
0.5	0.25	grnboost2_config	off_target																	
0.75	0.25	grnboost2_config	off_target																	
1.0	0.25	grnboost2_config	off_target																	
0.001	0.0057142857142857	grnboost2_config	on_target																	
0.01	0.0628571428571428	grnboost2_config	on_target																	
0.05	0.1428571428571428	grnboost2_config	on_target																	
0.1	0.2685714285714285	grnboost2_config	on_target																	
0.2	0.2685714285714285	grnboost2_config	on_target																	
0.25	0.2685714285714285	grnboost2_config	on_target																	
0.5	0.2685714285714285	grnboost2_config	on_target																	
0.75	0.2685714285714285	grnboost2_config	on_target																	
1.0	0.2685714285714285	grnboost2_config	on_target																	
0.001	0.0	grnboost2_config	off_target																	
0.01	0.0792079207920792	grnboost2_config	off_target																	
0.05	0.1584158415841584	grnboost2_config	off_target																	
0.1	0.198019801980198	grnboost2_config	off_target																	
0.2	0.198019801980198	grnboost2_config	off_target																	
0.25	0.198019801980198	grnboost2_config	off_target																	
0.5	0.198019801980198	grnboost2_config	off_target																	
0.75	0.198019801980198	grnboost2_config	off_target																	
1.0	0.198019801980198	grnboost2_config	off_target																	
0.001	0.0	grnboost2_config	off_target																	
0.01	0.017094017094017	grnboost2_config	off_target																	
0.05	0.1282051282051282	grnboost2_config	off_target																	
0.1	0.1965811965811965	grnboost2_config	off_target																	
0.2	0.1965811965811965	grnboost2_config	off_target																	
0.25	0.1965811965811965	grnboost2_config	off_target																	
0.5	0.1965811965811965	grnboost2_config	off_target																	
0.75	0.1965811965811965	grnboost2_config	off_target																	
1.0	0.1965811965811965	grnboost2_config	off_target																	
0.001	0.0	grnboost2_config	off_target																	
0.01	0.0	grnboost2_config	off_target																	
0.05	0.1639344262295081	grnboost2_config	off_target																	
0.1	0.2950819672131147	grnboost2_config	off_target																	
0.2	0.2950819672131147	grnboost2_config	off_target																	
0.25	0.2950819672131147	grnboost2_config	off_target																	
0.5	0.2950819672131147	grnboost2_config	off_target																	
0.75	0.2950819672131147	grnboost2_config	off_target																	
1.0	0.2950819672131147	grnboost2_config	off_target																	
0.001	0.0	grnboost2_config	off_target																	
0.01	0.0151515151515151	grnboost2_config	off_target																	
0.05	0.1287878787878787	grnboost2_config	off_target																	
0.1	0.1742424242424242	grnboost2_config	off_target																	
0.2	0.1742424242424242	grnboost2_config	off_target																	
0.25	0.1742424242424242	grnboost2_config	off_target																	
0.5	0.1742424242424242	grnboost2_config	off_target																	
0.75	0.1742424242424242	grnboost2_config	off_target																	
1.0	0.1742424242424242	grnboost2_config	off_target																	
0.001	0.0111111111111111	grnboost2_config	off_target																	
0.01	0.0666666666666666	grnboost2_config	off_target																	
0.05	0.2	grnboost2_config	off_target																	
0.1	0.2555555555555555	grnboost2_config	off_target																	
0.2	0.2555555555555555	grnboost2_config	off_target																	
0.25	0.2555555555555555	grnboost2_config	off_target																	
0.5	0.2555555555555555	grnboost2_config	off_target																	
0.75	0.2555555555555555	grnboost2_config	off_target																	
1.0	0.2555555555555555	grnboost2_config	off_target																	
0.001	0.0389610389610389	grnboost2_config	off_target																	
0.01	0.1233766233766233	grnboost2_config	off_target																	
0.05	0.2532467532467532	grnboost2_config	off_target																	
0.1	0.3831168831168831	grnboost2_config	off_target																	
0.2	0.3831168831168831	grnboost2_config	off_target																	
0.25	0.3831168831168831	grnboost2_config	off_target																	
0.5	0.3831168831168831	grnboost2_config	off_target																	
0.75	0.3831168831168831	grnboost2_config	off_target																	
1.0	0.3831168831168831	grnboost2_config	off_target																	
0.001	0.0054347826086956	grnboost2_config	off_target																	
0.01	0.0380434782608695	grnboost2_config	off_target																	
0.05	0.1304347826086956	grnboost2_config	off_target																	
0.1	0.2010869565217391	grnboost2_config	off_target																	
0.2	0.2010869565217391	grnboost2_config	off_target																	
0.25	0.2010869565217391	grnboost2_config	off_target																	
0.5	0.2010869565217391	grnboost2_config	off_target																	
0.75	0.2010869565217391	grnboost2_config	off_target																	
1.0	0.2010869565217391	grnboost2_config	off_target																	
0.001	0.0046296296296296	grnboost2_config	off_target																	
0.01	0.0231481481481481	grnboost2_config	off_target																	
0.05	0.1388888888888889	grnboost2_config	off_target																	
0.1	0.1944444444444444	grnboost2_config	off_target																	
0.2	0.1944444444444444	grnboost2_config	off_target																	
0.25	0.1944444444444444	grnboost2_config	off_target																	
0.5	0.1944444444444444	grnboost2_config	off_target																	
0.75	0.1944444444444444	grnboost2_config	off_target																	
1.0	0.1944444444444444	grnboost2_config	off_target																	
0.001	0.0108695652173913	grnboost2_config	off_target																	
0.01	0.0760869565217391	grnboost2_config	off_target																	
0.05	0.2065217391304347	grnboost2_config	off_target																	
0.1	0.25	grnboost2_config	off_target																	
0.2	0.25	grnboost2_config	off_target																	
0.25	0.25	grnboost2_config	off_target																	
0.5	0.25	grnboost2_config	off_target																	
0.75	0.25	grnboost2_config	off_target																	
1.0	0.25	grnboost2_config	off_target																	
0.001	0.0114285714285714	grnboost2_config	off_target																	
0.01	0.0685714285714285	grnboost2_config	off_target																	
0.05	0.1828571428571428	grnboost2_config	off_target																	
0.1	0.28	grnboost2_config	off_target																	
0.2	0.28	grnboost2_config	off_target																	
0.25	0.28	grnboost2_config	off_target																	
0.5	0.28	grnboost2_config	off_target																	
0.75	0.28	grnboost2_config	off_target																	
1.0	0.28	grnboost2_config	off_target																	
0.001	0.0	grnboost2_config	on_target																	
0.01	0.0198019801980198	grnboost2_config	on_target																	
0.05	0.0891089108910891	grnboost2_config	on_target																	
0.1	0.2079207920792079	grnboost2_config	on_target																	
0.2	0.2079207920792079	grnboost2_config	on_target																	
0.25	0.2079207920792079	grnboost2_config	on_target																	
0.5	0.2079207920792079	grnboost2_config	on_target																	
0.75	0.2079207920792079	grnboost2_config	on_target																	
1.0	0.2079207920792079	grnboost2_config	on_target																	
0.001	0.0	grnboost2_config	off_target																	
0.01	0.017094017094017	grnboost2_config	off_target																	
0.05	0.0512820512820512	grnboost2_config	off_target																	
0.1	0.1709401709401709	grnboost2_config	off_target																	
0.2	0.1709401709401709	grnboost2_config	off_target																	
0.25	0.1709401709401709	grnboost2_config	off_target																	
0.5	0.1709401709401709	grnboost2_config	off_target																	
0.75	0.1709401709401709	grnboost2_config	off_target																	
1.0	0.1709401709401709	grnboost2_config	off_target																	
0.001	0.0491803278688524	grnboost2_config	off_target																	
0.01	0.0983606557377049	grnboost2_config	off_target																	
0.05	0.2131147540983606	grnboost2_config	off_target																	
0.1	0.2459016393442623	grnboost2_config	off_target																	
0.2	0.2459016393442623	grnboost2_config	off_target																	
0.25	0.2459016393442623	grnboost2_config	off_target																	
0.5	0.2459016393442623	grnboost2_config	off_target																	
0.75	0.2459016393442623	grnboost2_config	off_target																	
1.0	0.2459016393442623	grnboost2_config	off_target																	
0.001	0.0151515151515151	grnboost2_config	off_target																	
0.01	0.0757575757575757	grnboost2_config	off_target																	
0.05	0.1212121212121212	grnboost2_config	off_target																	
0.1	0.2121212121212121	grnboost2_config	off_target																	
0.2	0.2121212121212121	grnboost2_config	off_target																	
0.25	0.2121212121212121	grnboost2_config	off_target																	
0.5	0.2121212121212121	grnboost2_config	off_target																	
0.75	0.2121212121212121	grnboost2_config	off_target																	
1.0	0.2121212121212121	grnboost2_config	off_target																	
0.001	0.0555555555555555	grnboost2_config	off_target																	
0.01	0.2	grnboost2_config	off_target																	
0.05	0.2555555555555555	grnboost2_config	off_target																	
0.1	0.3222222222222222	grnboost2_config	off_target																	
0.2	0.3222222222222222	grnboost2_config	off_target																	
0.25	0.3222222222222222	grnboost2_config	off_target																	
0.5	0.3222222222222222	grnboost2_config	off_target																	
0.75	0.3222222222222222	grnboost2_config	off_target																	
1.0	0.3222222222222222	grnboost2_config	off_target																	
0.001	0.0	grnboost2_config	off_target																	
0.01	0.0519480519480519	grnboost2_config	off_target																	
0.05	0.1688311688311688	grnboost2_config	off_target																	
0.1	0.2402597402597402	grnboost2_config	off_target																	
0.2	0.2402597402597402	grnboost2_config	off_target																	
0.25	0.2402597402597402	grnboost2_config	off_target																	
0.5	0.2402597402597402	grnboost2_config	off_target																	
0.75	0.2402597402597402	grnboost2_config	off_target																	
1.0	0.2402597402597402	grnboost2_config	off_target																	
0.001	0.0217391304347826	grnboost2_config	off_target																	
0.01	0.0597826086956521	grnboost2_config	off_target																	
0.05	0.1684782608695652	grnboost2_config	off_target																	
0.1	0.2391304347826087	grnboost2_config	off_target																	
0.2	0.2391304347826087	grnboost2_config	off_target																	
0.25	0.2391304347826087	grnboost2_config	off_target																	
0.5	0.2391304347826087	grnboost2_config	off_target																	
0.75	0.2391304347826087	grnboost2_config	off_target																	
1.0	0.2391304347826087	grnboost2_config	off_target																	
0.001	0.0092592592592592	grnboost2_config	off_target																	
0.01	0.0462962962962962	grnboost2_config	off_target																	
0.05	0.1805555555555555	grnboost2_config	off_target																	
0.1	0.2268518518518518	grnboost2_config	off_target																	
0.2	0.2268518518518518	grnboost2_config	off_target																	
0.25	0.2268518518518518	grnboost2_config	off_target																	
0.5	0.2268518518518518	grnboost2_config	off_target																	
0.75	0.2268518518518518	grnboost2_config	off_target																	
1.0	0.2268518518518518	grnboost2_config	off_target																	
0.001	0.0217391304347826	grnboost2_config	off_target																	
0.01	0.1413043478260869	grnboost2_config	off_target																	
0.05	0.3043478260869565	grnboost2_config	off_target																	
0.1	0.358695652173913	grnboost2_config	off_target																	
0.2	0.358695652173913	grnboost2_config	off_target																	
0.25	0.358695652173913	grnboost2_config	off_target																	
0.5	0.358695652173913	grnboost2_config	off_target																	
0.75	0.358695652173913	grnboost2_config	off_target																	
1.0	0.358695652173913	grnboost2_config	off_target																	
0.001	0.0057142857142857	grnboost2_config	off_target																	
0.01	0.0857142857142857	grnboost2_config	off_target																	
0.05	0.1942857142857142	grnboost2_config	off_target																	
0.1	0.24	grnboost2_config	off_target																	
0.2	0.2457142857142857	grnboost2_config	off_target																	
0.25	0.2457142857142857	grnboost2_config	off_target																	
0.5	0.2457142857142857	grnboost2_config	off_target																	
0.75	0.2457142857142857	grnboost2_config	off_target																	
1.0	0.2457142857142857	grnboost2_config	off_target																	
0.001	0.0594059405940594	grnboost2_config	off_target																	
0.01	0.1584158415841584	grnboost2_config	off_target																	
0.05	0.2871287128712871	grnboost2_config	off_target																	
0.1	0.3366336633663366	grnboost2_config	off_target																	
0.2	0.3366336633663366	grnboost2_config	off_target																	
0.25	0.3366336633663366	grnboost2_config	off_target																	
0.5	0.3366336633663366	grnboost2_config	off_target																	
0.75	0.3366336633663366	grnboost2_config	off_target																	
1.0	0.3366336633663366	grnboost2_config	off_target																	
0.001	0.0	grnboost2_config	on_target																	
0.01	0.0341880341880341	grnboost2_config	on_target																	
0.05	0.0854700854700854	grnboost2_config	on_target																	
0.1	0.1623931623931624	grnboost2_config	on_target																	
0.2	0.1623931623931624	grnboost2_config	on_target																	
0.25	0.1623931623931624	grnboost2_config	on_target																	
0.5	0.1623931623931624	grnboost2_config	on_target																	
0.75	0.1623931623931624	grnboost2_config	on_target																	
1.0	0.1623931623931624	grnboost2_config	on_target																	
0.001	0.0163934426229508	grnboost2_config	off_target																	
0.01	0.0327868852459016	grnboost2_config	off_target																	
0.05	0.1475409836065573	grnboost2_config	off_target																	
0.1	0.1967213114754098	grnboost2_config	off_target																	
0.2	0.2131147540983606	grnboost2_config	off_target																	
0.25	0.2131147540983606	grnboost2_config	off_target																	
0.5	0.2131147540983606	grnboost2_config	off_target																	
0.75	0.2131147540983606	grnboost2_config	off_target																	
1.0	0.2131147540983606	grnboost2_config	off_target																	
0.001	0.0303030303030303	grnboost2_config	off_target																	
0.01	0.0606060606060606	grnboost2_config	off_target																	
0.05	0.1590909090909091	grnboost2_config	off_target																	
0.1	0.2121212121212121	grnboost2_config	off_target																	
0.2	0.2121212121212121	grnboost2_config	off_target																	
0.25	0.2121212121212121	grnboost2_config	off_target																	
0.5	0.2121212121212121	grnboost2_config	off_target																	
0.75	0.2121212121212121	grnboost2_config	off_target																	
1.0	0.2121212121212121	grnboost2_config	off_target																	
0.001	0.0111111111111111	grnboost2_config	off_target																	
0.01	0.0555555555555555	grnboost2_config	off_target																	
0.05	0.1888888888888888	grnboost2_config	off_target																	
0.1	0.2111111111111111	grnboost2_config	off_target																	
0.2	0.2111111111111111	grnboost2_config	off_target																	
0.25	0.2111111111111111	grnboost2_config	off_target																	
0.5	0.2111111111111111	grnboost2_config	off_target																	
0.75	0.2111111111111111	grnboost2_config	off_target																	
1.0	0.2111111111111111	grnboost2_config	off_target																	
0.001	0.0194805194805194	grnboost2_config	off_target																	
0.01	0.0974025974025974	grnboost2_config	off_target																	
0.05	0.2662337662337662	grnboost2_config	off_target																	
0.1	0.3246753246753247	grnboost2_config	off_target																	
0.2	0.3246753246753247	grnboost2_config	off_target																	
0.25	0.3246753246753247	grnboost2_config	off_target																	
0.5	0.3246753246753247	grnboost2_config	off_target																	
0.75	0.3246753246753247	grnboost2_config	off_target																	
1.0	0.3246753246753247	grnboost2_config	off_target																	
0.001	0.0163043478260869	grnboost2_config	off_target																	
0.01	0.108695652173913	grnboost2_config	off_target																	
0.05	0.2065217391304347	grnboost2_config	off_target																	
0.1	0.2554347826086957	grnboost2_config	off_target																	
0.2	0.2554347826086957	grnboost2_config	off_target																	
0.25	0.2554347826086957	grnboost2_config	off_target																	
0.5	0.2554347826086957	grnboost2_config	off_target																	
0.75	0.2554347826086957	grnboost2_config	off_target																	
1.0	0.2554347826086957	grnboost2_config	off_target																	
0.001	0.0324074074074074	grnboost2_config	off_target																	
0.01	0.0787037037037037	grnboost2_config	off_target																	
0.05	0.1527777777777778	grnboost2_config	off_target																	
0.1	0.2222222222222222	grnboost2_config	off_target																	
0.2	0.2222222222222222	grnboost2_config	off_target																	
0.25	0.2222222222222222	grnboost2_config	off_target																	
0.5	0.2222222222222222	grnboost2_config	off_target																	
0.75	0.2222222222222222	grnboost2_config	off_target																	
1.0	0.2222222222222222	grnboost2_config	off_target																	
0.001	0.0217391304347826	grnboost2_config	off_target																	
0.01	0.108695652173913	grnboost2_config	off_target																	
0.05	0.1956521739130435	grnboost2_config	off_target																	
0.1	0.25	grnboost2_config	off_target																	
0.2	0.25	grnboost2_config	off_target																	
0.25	0.25	grnboost2_config	off_target																	
0.5	0.25	grnboost2_config	off_target																	
0.75	0.25	grnboost2_config	off_target																	
1.0	0.25	grnboost2_config	off_target																	
0.001	0.0171428571428571	grnboost2_config	off_target																	
0.01	0.1314285714285714	grnboost2_config	off_target																	
0.05	0.3257142857142857	grnboost2_config	off_target																	
0.1	0.3942857142857143	grnboost2_config	off_target																	
0.2	0.3942857142857143	grnboost2_config	off_target																	
0.25	0.3942857142857143	grnboost2_config	off_target																	
0.5	0.3942857142857143	grnboost2_config	off_target																	
0.75	0.3942857142857143	grnboost2_config	off_target																	
1.0	0.3942857142857143	grnboost2_config	off_target																	
0.001	0.0495049504950495	grnboost2_config	off_target																	
0.01	0.1089108910891089	grnboost2_config	off_target																	
0.05	0.2178217821782178	grnboost2_config	off_target																	
0.1	0.2574257425742574	grnboost2_config	off_target																	
0.2	0.2574257425742574	grnboost2_config	off_target																	
0.25	0.2574257425742574	grnboost2_config	off_target																	
0.5	0.2574257425742574	grnboost2_config	off_target																	
0.75	0.2574257425742574	grnboost2_config	off_target																	
1.0	0.2574257425742574	grnboost2_config	off_target																	
0.001	0.0	grnboost2_config	off_target																	
0.01	0.0512820512820512	grnboost2_config	off_target																	
0.05	0.1196581196581196	grnboost2_config	off_target																	
0.1	0.1794871794871795	grnboost2_config	off_target																	
0.2	0.1794871794871795	grnboost2_config	off_target																	
0.25	0.1794871794871795	grnboost2_config	off_target																	
0.5	0.1794871794871795	grnboost2_config	off_target																	
0.75	0.1794871794871795	grnboost2_config	off_target																	
1.0	0.1794871794871795	grnboost2_config	off_target																	
0.001	0.0	grnboost2_config	on_target																	
0.01	0.0327868852459016	grnboost2_config	on_target																	
0.05	0.1147540983606557	grnboost2_config	on_target																	
0.1	0.1475409836065573	grnboost2_config	on_target																	
0.2	0.1475409836065573	grnboost2_config	on_target																	
0.25	0.1475409836065573	grnboost2_config	on_target																	
0.5	0.1475409836065573	grnboost2_config	on_target																	
0.75	0.1475409836065573	grnboost2_config	on_target																	
1.0	0.1475409836065573	grnboost2_config	on_target																	
0.001	0.0227272727272727	grnboost2_config	off_target																	
0.01	0.053030303030303	grnboost2_config	off_target																	
0.05	0.106060606060606	grnboost2_config	off_target																	
0.1	0.1893939393939394	grnboost2_config	off_target																	
0.2	0.1893939393939394	grnboost2_config	off_target																	
0.25	0.1893939393939394	grnboost2_config	off_target																	
0.5	0.1893939393939394	grnboost2_config	off_target																	
0.75	0.1893939393939394	grnboost2_config	off_target																	
1.0	0.1893939393939394	grnboost2_config	off_target																	
0.001	0.0	grnboost2_config	off_target																	
0.01	0.0777777777777777	grnboost2_config	off_target																	
0.05	0.2444444444444444	grnboost2_config	off_target																	
0.1	0.2555555555555555	grnboost2_config	off_target																	
0.2	0.2555555555555555	grnboost2_config	off_target																	
0.25	0.2555555555555555	grnboost2_config	off_target																	
0.5	0.2555555555555555	grnboost2_config	off_target																	
0.75	0.2555555555555555	grnboost2_config	off_target																	
1.0	0.2555555555555555	grnboost2_config	off_target																	
0.001	0.0	grnboost2_config	off_target																	
0.01	0.0259740259740259	grnboost2_config	off_target																	
0.05	0.1038961038961039	grnboost2_config	off_target																	
0.1	0.1623376623376623	grnboost2_config	off_target																	
0.2	0.1623376623376623	grnboost2_config	off_target																	
0.25	0.1623376623376623	grnboost2_config	off_target																	
0.5	0.1623376623376623	grnboost2_config	off_target																	
0.75	0.1623376623376623	grnboost2_config	off_target																	
1.0	0.1623376623376623	grnboost2_config	off_target																	
0.001	0.0	grnboost2_config	off_target																	
0.01	0.0489130434782608	grnboost2_config	off_target																	
0.05	0.1413043478260869	grnboost2_config	off_target																	
0.1	0.2282608695652173	grnboost2_config	off_target																	
0.2	0.2282608695652173	grnboost2_config	off_target																	
0.25	0.2282608695652173	grnboost2_config	off_target																	
0.5	0.2282608695652173	grnboost2_config	off_target																	
0.75	0.2282608695652173	grnboost2_config	off_target																	
1.0	0.2282608695652173	grnboost2_config	off_target																	
0.001	0.0138888888888888	grnboost2_config	off_target																	
0.01	0.0925925925925925	grnboost2_config	off_target																	
0.05	0.199074074074074	grnboost2_config	off_target																	
0.1	0.2916666666666667	grnboost2_config	off_target																	
0.2	0.2916666666666667	grnboost2_config	off_target																	
0.25	0.2916666666666667	grnboost2_config	off_target																	
0.5	0.2916666666666667	grnboost2_config	off_target																	
0.75	0.2916666666666667	grnboost2_config	off_target																	
1.0	0.2916666666666667	grnboost2_config	off_target																	
0.001	0.0	grnboost2_config	off_target																	
0.01	0.0652173913043478	grnboost2_config	off_target																	
0.05	0.1195652173913043	grnboost2_config	off_target																	
0.1	0.1304347826086956	grnboost2_config	off_target																	
0.2	0.1413043478260869	grnboost2_config	off_target																	
0.25	0.1413043478260869	grnboost2_config	off_target																	
0.5	0.1413043478260869	grnboost2_config	off_target																	
0.75	0.1413043478260869	grnboost2_config	off_target																	
1.0	0.1413043478260869	grnboost2_config	off_target																	
0.001	0.0285714285714285	grnboost2_config	off_target																	
0.01	0.1771428571428571	grnboost2_config	off_target																	
0.05	0.32	grnboost2_config	off_target																	
0.1	0.4057142857142857	grnboost2_config	off_target																	
0.2	0.4057142857142857	grnboost2_config	off_target																	
0.25	0.4057142857142857	grnboost2_config	off_target																	
0.5	0.4057142857142857	grnboost2_config	off_target																	
0.75	0.4057142857142857	grnboost2_config	off_target																	
1.0	0.4057142857142857	grnboost2_config	off_target																	
0.001	0.0198019801980198	grnboost2_config	off_target																	
0.01	0.1782178217821782	grnboost2_config	off_target																	
0.05	0.3366336633663366	grnboost2_config	off_target																	
0.1	0.4356435643564356	grnboost2_config	off_target																	
0.2	0.4356435643564356	grnboost2_config	off_target																	
0.25	0.4356435643564356	grnboost2_config	off_target																	
0.5	0.4356435643564356	grnboost2_config	off_target																	
0.75	0.4356435643564356	grnboost2_config	off_target																	
1.0	0.4356435643564356	grnboost2_config	off_target																	
0.001	0.0	grnboost2_config	off_target																	
0.01	0.0598290598290598	grnboost2_config	off_target																	
0.05	0.2222222222222222	grnboost2_config	off_target																	
0.1	0.3846153846153846	grnboost2_config	off_target																	
0.2	0.3846153846153846	grnboost2_config	off_target																	
0.25	0.3846153846153846	grnboost2_config	off_target																	
0.5	0.3846153846153846	grnboost2_config	off_target																	
0.75	0.3846153846153846	grnboost2_config	off_target																	
1.0	0.3846153846153846	grnboost2_config	off_target																	
0.001	0.081967213114754	grnboost2_config	off_target																	
0.01	0.2459016393442623	grnboost2_config	off_target																	
0.05	0.4262295081967213	grnboost2_config	off_target																	
0.1	0.4918032786885246	grnboost2_config	off_target																	
0.2	0.4918032786885246	grnboost2_config	off_target																	
0.25	0.4918032786885246	grnboost2_config	off_target																	
0.5	0.4918032786885246	grnboost2_config	off_target																	
