	cluster	source	jaccard_score	size_a	size_b	threshold	top_regulons	comparison	file_a	file_b
1782	pDC	TCF12	0.2903225806451613	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1783	cd14+_monocytes	HDAC9	0.48148148148148145	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1784	cd4+_tcells	NFATC3	0.17647058823529413	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1785	nk_cells	EOMES	0.5384615384615384	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1786	cd8+_tcells	NFATC3	0.17647058823529413	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1787	DC	HDAC9	0.6	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1788	cd4+_tcells	BCL11B	0.48148148148148145	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1789	nk_cells	MYBL1	0.3793103448275862	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1790	b_cells	RUNX3	0.2903225806451613	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1791	DC	SOX4	0.25	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1792	nk_cells	RORA	0.3333333333333333	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1793	pDC	BTG2	0.2903225806451613	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1794	cd14+_monocytes	RUNX3	0.6	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1795	cd14-_monocytes	ZBTB20	0.48148148148148145	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1796	cd14+_monocytes	TCF12	0.42857142857142855	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1797	cd14-_monocytes	SETBP1	0.3793103448275862	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1798	b_cells	NFATC3	0.17647058823529413	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1799	b_cells	ZEB2	0.3793103448275862	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1800	cd14-_monocytes	IRF7	0.48148148148148145	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1801	cd14-_monocytes	NR4A1	0.3333333333333333	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1802	nk_cells	RUNX3	0.6	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1803	DC	RUNX3	0.3333333333333333	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1804	pDC	TCF4	0.7391304347826086	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1805	b_cells	BTG2	0.25	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1806	pDC	ZFAT	0.2903225806451613	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1807	b_cells	BCL11A	0.6	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1808	cd14-_monocytes	ID2	0.3793103448275862	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1809	cd4+_tcells	FOXP1	0.6	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1810	pDC	HDAC9	0.6	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1811	cd4+_tcells	RORA	0.42857142857142855	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1812	pDC	SOX4	0.5384615384615384	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1813	cd14+_monocytes	BTG2	0.3333333333333333	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1814	b_cells	TCF4	0.6666666666666666	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1815	cd14-_monocytes	HIPK2	0.17647058823529413	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1816	nk_cells	NFATC3	0.42857142857142855	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1817	b_cells	SP140	0.5384615384615384	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1818	nk_cells	ZEB2	0.3333333333333333	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1819	DC	NFATC3	0.2903225806451613	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1820	nk_cells	IKZF2	0.5384615384615384	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1821	pDC	FOSB	0.21212121212121213	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1822	nk_cells	BCL11B	0.42857142857142855	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1823	DC	BCL11A	0.7391304347826086	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1824	cd14-_monocytes	FOXO1	0.14285714285714285	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1825	pDC	RUNX2	0.7391304347826086	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1826	DC	TCF4	0.48148148148148145	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1827	b_cells	FOXP1	0.48148148148148145	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1828	DC	SP140	0.21212121212121213	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1829	b_cells	FOSB	0.2903225806451613	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1830	pDC	ZEB1	0.3333333333333333	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1831	cd14+_monocytes	SOX4	0.3793103448275862	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1832	cd8+_tcells	RUNX1	0.25	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1833	cd14+_monocytes	FOSB	0.3333333333333333	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1834	pDC	NFATC3	0.25	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1835	pDC	ZEB2	0.21212121212121213	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1836	cd4+_tcells	KAT6B	0.2903225806451613	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1837	cd8+_tcells	STAT4	0.25	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1838	nk_cells	FOXP1	0.5384615384615384	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1839	cd8+_tcells	MAX	0.3333333333333333	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1840	cd8+_tcells	TCF7	0.5384615384615384	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1841	DC	FOXP1	0.3333333333333333	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1842	pDC	BCL11A	0.8181818181818182	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1843	cd14-_monocytes	RUNX3	0.48148148148148145	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1844	cd8+_tcells	NFATC2	0.3793103448275862	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1845	cd4+_tcells	HIVEP2	0.42857142857142855	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1846	cd14-_monocytes	TCF12	0.3793103448275862	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1847	cd14+_monocytes	TCF7L2	0.42857142857142855	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1848	DC	RUNX2	0.42857142857142855	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1849	cd14+_monocytes	NFATC3	0.3333333333333333	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1850	cd4+_tcells	ZBTB20	0.48148148148148145	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1851	nk_cells	TOX	0.5384615384615384	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1852	nk_cells	ZBTB16	0.5384615384615384	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs bd-rhap-rep2-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	bd-rhap-rep2-X/regulons_20_TF.tsv
1853	cd14-_monocytes	BTG2	0.14285714285714285	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1854	DC	KMT2A	0.02564102564102564	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1855	cd8+_tcells	HOPX	0.21212121212121213	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1856	cd8+_tcells	ID2	0.17647058823529413	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1857	pDC	IRF8	0.7391304347826086	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1858	cd14-_monocytes	STAT1	0.17647058823529413	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1859	cd8+_tcells	TLE5	0.3333333333333333	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1860	cd14-_monocytes	SOX4	0.1111111111111111	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1861	cd4+_tcells	ETS1	0.42857142857142855	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1862	b_cells	IRF8	0.48148148148148145	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1863	cd8+_tcells	ETS1	0.42857142857142855	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1864	cd4+_tcells	TCF7	0.2903225806451613	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1865	cd14-_monocytes	JUN	0.17647058823529413	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1866	cd14+_monocytes	IRF8	0.2903225806451613	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1867	cd14-_monocytes	FOS	0.2903225806451613	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1868	DC	NR4A1	0.1111111111111111	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1869	cd14-_monocytes	TCF7L2	0.25	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1870	DC	IRF8	0.3793103448275862	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1871	b_cells	ETS1	0.14285714285714285	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1872	cd4+_tcells	IRF1	0.02564102564102564	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1873	cd14-_monocytes	ZEB2	0.17647058823529413	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1874	cd8+_tcells	RUNX3	0.08108108108108109	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1875	cd8+_tcells	FOS	0.17647058823529413	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1876	nk_cells	TLE5	0.21212121212121213	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1877	nk_cells	ETS1	0.14285714285714285	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1878	pDC	IRF7	0.21212121212121213	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1879	nk_cells	TFDP2	0.3793103448275862	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
1880	DC	MAX	0.0	20	20	20	50	bd-rhap-rep1-X/regulons_20_TF.tsv vs 10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv	bd-rhap-rep1-X/regulons_20_TF.tsv	10x-rep1-kallisto-cellbender-X/regulons_20_TF.tsv
