,method,clustering_score,training_time,inference_time,dataset
514,GradientShap_16_2_0.1_ZINBAutoencoder_randomize,0.7756,11700.46828371496,1273.2103844269877,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
515,GradientShap_16_2_0.1_ZINBAutoencoder_data,1.0,11700.46828371496,1282.1133184329956,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
516,Deconvolution_16_2_0.1_ZINBAutoencoder_zeros,0.6128,11700.46828371496,289.84422673803056,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
517,GuidedBackprop_16_3_0_NegativeBinomialAutoencoder_zeros,0.6112,13067.080395772005,290.776901610021,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
518,GradientShap_16_3_0_NegativeBinomialAutoencoder_zeros,0.8244,13067.080395772005,1261.3911516850349,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
519,GradientShap_16_3_0_NegativeBinomialAutoencoder_randomize,0.642,13067.080395772005,1261.998754380038,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
520,GradientShap_16_3_0_NegativeBinomialAutoencoder_data,1.0,13067.080395772005,1262.7869803300127,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
521,Deconvolution_16_3_0_NegativeBinomialAutoencoder_zeros,0.72,13067.080395772005,293.09655297902646,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
522,GuidedBackprop_16_3_0_ZINBAutoencoder_zeros,0.6644,18485.321010719985,296.01331441901857,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
523,GradientShap_16_3_0_ZINBAutoencoder_zeros,0.8048,18485.321010719985,1267.605155628,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
524,GradientShap_16_3_0_ZINBAutoencoder_randomize,0.6952,18485.321010719985,1269.8687418149784,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
525,GradientShap_16_3_0_ZINBAutoencoder_data,1.0,18485.321010719985,1277.3593874849612,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
526,Deconvolution_16_3_0_ZINBAutoencoder_zeros,0.7188,18485.321010719985,301.4957339930115,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
527,GuidedBackprop_16_3_0.1_NegativeBinomialAutoencoder_zeros,0.6536,9306.018741849985,294.72264392400393,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
528,GradientShap_16_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,9306.018741849985,1267.3256938389968,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
529,GradientShap_16_3_0.1_NegativeBinomialAutoencoder_randomize,0.9992,9306.018741849985,1266.7775361349923,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
530,GradientShap_16_3_0.1_NegativeBinomialAutoencoder_data,0.9968,9306.018741849985,1267.875161930977,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
531,Deconvolution_16_3_0.1_NegativeBinomialAutoencoder_zeros,0.54,9306.018741849985,291.3175154060009,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
532,GuidedBackprop_16_3_0.1_ZINBAutoencoder_zeros,0.8356,3194.5026181269786,296.14534042199375,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
533,GradientShap_16_3_0.1_ZINBAutoencoder_zeros,1.0,3194.5026181269786,1270.8918752400205,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
534,GradientShap_16_3_0.1_ZINBAutoencoder_randomize,1.0,3194.5026181269786,1268.5520053469809,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
535,GradientShap_16_3_0.1_ZINBAutoencoder_data,0.7768,3194.5026181269786,1266.4637575880042,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
536,Deconvolution_16_3_0.1_ZINBAutoencoder_zeros,0.4612,3194.5026181269786,296.9371449199971,net_115_11153_net_57_10409_net_141_11706_net_61_10737_net_70_11670_net_51_10906
537,GuidedBackprop_64_1_0_ZINBAutoencoder_zeros,1.0,1728.5269368509998,51.893012468999586,net_133_10773_net_82_10152_net_72_10551
538,GradientShap_64_1_0_ZINBAutoencoder_zeros,1.0,1728.5269368509998,246.32156380700144,net_133_10773_net_82_10152_net_72_10551
539,GradientShap_64_1_0_ZINBAutoencoder_randomize,1.0,1728.5269368509998,240.470143079001,net_133_10773_net_82_10152_net_72_10551
540,GradientShap_64_1_0_ZINBAutoencoder_data,1.0,1728.5269368509998,235.5951469899992,net_133_10773_net_82_10152_net_72_10551
541,Deconvolution_64_1_0_ZINBAutoencoder_zeros,1.0,1728.5269368509998,51.60359559899916,net_133_10773_net_82_10152_net_72_10551
542,GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,1851.7227754430005,51.13121625599888,net_133_10773_net_82_10152_net_72_10551
543,GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,1851.7227754430005,236.4515267609986,net_133_10773_net_82_10152_net_72_10551
544,GradientShap_64_1_0.1_NegativeBinomialAutoencoder_randomize,1.0,1851.7227754430005,236.34283813299953,net_133_10773_net_82_10152_net_72_10551
545,GradientShap_64_1_0.1_NegativeBinomialAutoencoder_data,1.0,1851.7227754430005,235.84270559000106,net_133_10773_net_82_10152_net_72_10551
546,Deconvolution_64_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,1851.7227754430005,51.084450804999506,net_133_10773_net_82_10152_net_72_10551
547,GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros,1.0,2628.1180528269997,51.609196016999704,net_133_10773_net_82_10152_net_72_10551
548,GradientShap_64_1_0.1_ZINBAutoencoder_zeros,1.0,2628.1180528269997,235.3476276349993,net_133_10773_net_82_10152_net_72_10551
549,GradientShap_64_1_0.1_ZINBAutoencoder_randomize,0.576,2628.1180528269997,236.26915197800008,net_133_10773_net_82_10152_net_72_10551
550,GradientShap_64_1_0.1_ZINBAutoencoder_data,0.576,2628.1180528269997,237.0037383479994,net_133_10773_net_82_10152_net_72_10551
551,Deconvolution_64_1_0.1_ZINBAutoencoder_zeros,1.0,2628.1180528269997,51.87477793400103,net_133_10773_net_82_10152_net_72_10551
552,GuidedBackprop_64_2_0_NegativeBinomialAutoencoder_zeros,1.0,1285.8177822500002,53.79153843200038,net_133_10773_net_82_10152_net_72_10551
553,GradientShap_64_2_0_NegativeBinomialAutoencoder_zeros,1.0,1285.8177822500002,236.49507123399962,net_133_10773_net_82_10152_net_72_10551
554,GradientShap_64_2_0_NegativeBinomialAutoencoder_randomize,1.0,1285.8177822500002,238.38712242900147,net_133_10773_net_82_10152_net_72_10551
555,GradientShap_64_2_0_NegativeBinomialAutoencoder_data,1.0,1285.8177822500002,237.03969117499946,net_133_10773_net_82_10152_net_72_10551
556,Deconvolution_64_2_0_NegativeBinomialAutoencoder_zeros,1.0,1285.8177822500002,52.79618947200288,net_133_10773_net_82_10152_net_72_10551
557,GuidedBackprop_64_2_0_ZINBAutoencoder_zeros,1.0,1896.7250458400013,55.37004579299901,net_133_10773_net_82_10152_net_72_10551
558,GradientShap_64_2_0_ZINBAutoencoder_zeros,1.0,1896.7250458400013,246.95270526199965,net_133_10773_net_82_10152_net_72_10551
559,GradientShap_64_2_0_ZINBAutoencoder_randomize,1.0,1896.7250458400013,248.09814401900076,net_133_10773_net_82_10152_net_72_10551
560,GradientShap_64_2_0_ZINBAutoencoder_data,1.0,1896.7250458400013,246.65629727800115,net_133_10773_net_82_10152_net_72_10551
561,Deconvolution_64_2_0_ZINBAutoencoder_zeros,1.0,1896.7250458400013,55.365337344999716,net_133_10773_net_82_10152_net_72_10551
562,GuidedBackprop_64_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,1334.057836715001,54.3962801839989,net_133_10773_net_82_10152_net_72_10551
563,GradientShap_64_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,1334.057836715001,242.67366703800144,net_133_10773_net_82_10152_net_72_10551
564,GradientShap_64_2_0.1_NegativeBinomialAutoencoder_randomize,1.0,1334.057836715001,243.04403604500112,net_133_10773_net_82_10152_net_72_10551
565,GradientShap_64_2_0.1_NegativeBinomialAutoencoder_data,1.0,1334.057836715001,244.77665485100079,net_133_10773_net_82_10152_net_72_10551
566,Deconvolution_64_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,1334.057836715001,54.633149574001436,net_133_10773_net_82_10152_net_72_10551
567,GuidedBackprop_64_2_0.1_ZINBAutoencoder_zeros,1.0,1707.9250864599999,55.22735646400179,net_133_10773_net_82_10152_net_72_10551
568,GradientShap_64_2_0.1_ZINBAutoencoder_zeros,1.0,1707.9250864599999,245.24092781299987,net_133_10773_net_82_10152_net_72_10551
569,GradientShap_64_2_0.1_ZINBAutoencoder_randomize,1.0,1707.9250864599999,247.69808481400105,net_133_10773_net_82_10152_net_72_10551
570,GradientShap_64_2_0.1_ZINBAutoencoder_data,1.0,1707.9250864599999,248.12823471400043,net_133_10773_net_82_10152_net_72_10551
571,Deconvolution_64_2_0.1_ZINBAutoencoder_zeros,1.0,1707.9250864599999,56.09326989300098,net_133_10773_net_82_10152_net_72_10551
572,GuidedBackprop_64_3_0_NegativeBinomialAutoencoder_zeros,1.0,1480.3218999849996,55.98511631400106,net_133_10773_net_82_10152_net_72_10551
573,GradientShap_64_3_0_NegativeBinomialAutoencoder_zeros,1.0,1480.3218999849996,246.13129149400265,net_133_10773_net_82_10152_net_72_10551
574,GradientShap_64_3_0_NegativeBinomialAutoencoder_randomize,1.0,1480.3218999849996,247.2731593690005,net_133_10773_net_82_10152_net_72_10551
575,GradientShap_64_3_0_NegativeBinomialAutoencoder_data,1.0,1480.3218999849996,246.59645524900043,net_133_10773_net_82_10152_net_72_10551
576,Deconvolution_64_3_0_NegativeBinomialAutoencoder_zeros,1.0,1480.3218999849996,57.01397653700042,net_133_10773_net_82_10152_net_72_10551
577,GuidedBackprop_64_3_0_ZINBAutoencoder_zeros,1.0,2245.0511532689998,59.00741064099566,net_133_10773_net_82_10152_net_72_10551
578,GradientShap_64_3_0_ZINBAutoencoder_zeros,1.0,2245.0511532689998,246.21023099000013,net_133_10773_net_82_10152_net_72_10551
579,GradientShap_64_3_0_ZINBAutoencoder_randomize,1.0,2245.0511532689998,243.10783073899802,net_133_10773_net_82_10152_net_72_10551
580,GradientShap_64_3_0_ZINBAutoencoder_data,1.0,2245.0511532689998,248.12765846699767,net_133_10773_net_82_10152_net_72_10551
581,Deconvolution_64_3_0_ZINBAutoencoder_zeros,1.0,2245.0511532689998,59.24962848699943,net_133_10773_net_82_10152_net_72_10551
582,GuidedBackprop_64_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,935.6040890660006,57.023118118995626,net_133_10773_net_82_10152_net_72_10551
583,GradientShap_64_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,935.6040890660006,246.40984385000047,net_133_10773_net_82_10152_net_72_10551
584,GradientShap_64_3_0.1_NegativeBinomialAutoencoder_randomize,1.0,935.6040890660006,242.0502951890012,net_133_10773_net_82_10152_net_72_10551
585,GradientShap_64_3_0.1_NegativeBinomialAutoencoder_data,1.0,935.6040890660006,248.33638643099403,net_133_10773_net_82_10152_net_72_10551
586,Deconvolution_64_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,935.6040890660006,58.65157674700458,net_133_10773_net_82_10152_net_72_10551
587,GuidedBackprop_64_3_0.1_ZINBAutoencoder_zeros,1.0,1306.2341465980062,59.48094802199921,net_133_10773_net_82_10152_net_72_10551
588,GradientShap_64_3_0.1_ZINBAutoencoder_zeros,1.0,1306.2341465980062,250.99655939199874,net_133_10773_net_82_10152_net_72_10551
589,GradientShap_64_3_0.1_ZINBAutoencoder_randomize,1.0,1306.2341465980062,248.56129350000265,net_133_10773_net_82_10152_net_72_10551
590,GradientShap_64_3_0.1_ZINBAutoencoder_data,1.0,1306.2341465980062,248.08689604300162,net_133_10773_net_82_10152_net_72_10551
591,Deconvolution_64_3_0.1_ZINBAutoencoder_zeros,1.0,1306.2341465980062,57.812522906002414,net_133_10773_net_82_10152_net_72_10551
592,GuidedBackprop_32_1_0_NegativeBinomialAutoencoder_zeros,1.0,1604.299680420998,52.21733293700527,net_133_10773_net_82_10152_net_72_10551
593,GradientShap_32_1_0_NegativeBinomialAutoencoder_zeros,1.0,1604.299680420998,241.07892564200301,net_133_10773_net_82_10152_net_72_10551
594,GradientShap_32_1_0_NegativeBinomialAutoencoder_randomize,1.0,1604.299680420998,242.49161804300093,net_133_10773_net_82_10152_net_72_10551
595,GradientShap_32_1_0_NegativeBinomialAutoencoder_data,1.0,1604.299680420998,248.22491583300143,net_133_10773_net_82_10152_net_72_10551
596,Deconvolution_32_1_0_NegativeBinomialAutoencoder_zeros,1.0,1604.299680420998,52.0547092429988,net_133_10773_net_82_10152_net_72_10551
597,GuidedBackprop_32_1_0_ZINBAutoencoder_zeros,0.783,1988.2238423750023,53.268010371000855,net_133_10773_net_82_10152_net_72_10551
598,GradientShap_32_1_0_ZINBAutoencoder_zeros,1.0,1988.2238423750023,241.96390225299547,net_133_10773_net_82_10152_net_72_10551
599,GradientShap_32_1_0_ZINBAutoencoder_randomize,1.0,1988.2238423750023,242.3468902530003,net_133_10773_net_82_10152_net_72_10551
600,GradientShap_32_1_0_ZINBAutoencoder_data,1.0,1988.2238423750023,241.3363399860027,net_133_10773_net_82_10152_net_72_10551
601,Deconvolution_32_1_0_ZINBAutoencoder_zeros,1.0,1988.2238423750023,53.28502346800087,net_133_10773_net_82_10152_net_72_10551
602,GuidedBackprop_32_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,1825.7295658119983,50.79842113799532,net_133_10773_net_82_10152_net_72_10551
603,GradientShap_32_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,1825.7295658119983,245.46138325399806,net_133_10773_net_82_10152_net_72_10551
604,GradientShap_32_1_0.1_NegativeBinomialAutoencoder_randomize,1.0,1825.7295658119983,238.4452958460024,net_133_10773_net_82_10152_net_72_10551
605,GradientShap_32_1_0.1_NegativeBinomialAutoencoder_data,1.0,1825.7295658119983,237.78858802500326,net_133_10773_net_82_10152_net_72_10551
606,Deconvolution_32_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,1825.7295658119983,51.311212325999804,net_133_10773_net_82_10152_net_72_10551
607,GuidedBackprop_32_1_0.1_ZINBAutoencoder_zeros,1.0,2999.4638442470023,51.68130880499666,net_133_10773_net_82_10152_net_72_10551
608,GradientShap_32_1_0.1_ZINBAutoencoder_zeros,1.0,2999.4638442470023,237.47816394300025,net_133_10773_net_82_10152_net_72_10551
609,GradientShap_32_1_0.1_ZINBAutoencoder_randomize,1.0,2999.4638442470023,237.75157322199811,net_133_10773_net_82_10152_net_72_10551
610,GradientShap_32_1_0.1_ZINBAutoencoder_data,1.0,2999.4638442470023,237.28836602599768,net_133_10773_net_82_10152_net_72_10551
611,Deconvolution_32_1_0.1_ZINBAutoencoder_zeros,1.0,2999.4638442470023,51.929757348996645,net_133_10773_net_82_10152_net_72_10551
612,GuidedBackprop_32_2_0_NegativeBinomialAutoencoder_zeros,1.0,1414.2887868059988,53.70462485399912,net_133_10773_net_82_10152_net_72_10551
613,GradientShap_32_2_0_NegativeBinomialAutoencoder_zeros,1.0,1414.2887868059988,237.07887861599738,net_133_10773_net_82_10152_net_72_10551
614,GradientShap_32_2_0_NegativeBinomialAutoencoder_randomize,1.0,1414.2887868059988,225.9627674949952,net_133_10773_net_82_10152_net_72_10551
615,GradientShap_32_2_0_NegativeBinomialAutoencoder_data,1.0,1414.2887868059988,237.4088496040058,net_133_10773_net_82_10152_net_72_10551
616,Deconvolution_32_2_0_NegativeBinomialAutoencoder_zeros,1.0,1414.2887868059988,53.93125026100461,net_133_10773_net_82_10152_net_72_10551
617,GuidedBackprop_32_2_0_ZINBAutoencoder_zeros,1.0,2006.8440399709943,55.20252441200137,net_133_10773_net_82_10152_net_72_10551
618,GradientShap_32_2_0_ZINBAutoencoder_zeros,1.0,2006.8440399709943,239.00899241099978,net_133_10773_net_82_10152_net_72_10551
619,GradientShap_32_2_0_ZINBAutoencoder_randomize,1.0,2006.8440399709943,238.90438026899938,net_133_10773_net_82_10152_net_72_10551
620,GradientShap_32_2_0_ZINBAutoencoder_data,1.0,2006.8440399709943,238.27341546899697,net_133_10773_net_82_10152_net_72_10551
621,Deconvolution_32_2_0_ZINBAutoencoder_zeros,1.0,2006.8440399709943,55.412983326998074,net_133_10773_net_82_10152_net_72_10551
622,GuidedBackprop_32_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,1506.2605799630037,53.61542831499537,net_133_10773_net_82_10152_net_72_10551
623,GradientShap_32_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,1506.2605799630037,238.03070546500385,net_133_10773_net_82_10152_net_72_10551
624,GradientShap_32_2_0.1_NegativeBinomialAutoencoder_randomize,1.0,1506.2605799630037,238.9472083569999,net_133_10773_net_82_10152_net_72_10551
625,GradientShap_32_2_0.1_NegativeBinomialAutoencoder_data,1.0,1506.2605799630037,239.53112246000092,net_133_10773_net_82_10152_net_72_10551
626,Deconvolution_32_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,1506.2605799630037,54.27858841299894,net_133_10773_net_82_10152_net_72_10551
627,GuidedBackprop_32_2_0.1_ZINBAutoencoder_zeros,1.0,2021.9510221880046,55.12214277399471,net_133_10773_net_82_10152_net_72_10551
628,GradientShap_32_2_0.1_ZINBAutoencoder_zeros,1.0,2021.9510221880046,238.94465830599802,net_133_10773_net_82_10152_net_72_10551
629,GradientShap_32_2_0.1_ZINBAutoencoder_randomize,1.0,2021.9510221880046,240.6117882660037,net_133_10773_net_82_10152_net_72_10551
630,GradientShap_32_2_0.1_ZINBAutoencoder_data,1.0,2021.9510221880046,239.974048778,net_133_10773_net_82_10152_net_72_10551
631,Deconvolution_32_2_0.1_ZINBAutoencoder_zeros,1.0,2021.9510221880046,55.78695651199814,net_133_10773_net_82_10152_net_72_10551
632,GuidedBackprop_32_3_0_NegativeBinomialAutoencoder_zeros,1.0,1884.3962492560022,57.689718611996796,net_133_10773_net_82_10152_net_72_10551
633,GradientShap_32_3_0_NegativeBinomialAutoencoder_zeros,1.0,1884.3962492560022,250.84017266199953,net_133_10773_net_82_10152_net_72_10551
634,GradientShap_32_3_0_NegativeBinomialAutoencoder_randomize,1.0,1884.3962492560022,251.29076907999843,net_133_10773_net_82_10152_net_72_10551
635,GradientShap_32_3_0_NegativeBinomialAutoencoder_data,1.0,1884.3962492560022,250.8848470390003,net_133_10773_net_82_10152_net_72_10551
636,Deconvolution_32_3_0_NegativeBinomialAutoencoder_zeros,1.0,1884.3962492560022,57.292826213997614,net_133_10773_net_82_10152_net_72_10551
637,GuidedBackprop_32_3_0_ZINBAutoencoder_zeros,1.0,2613.2051880040017,60.54341043900058,net_133_10773_net_82_10152_net_72_10551
638,GradientShap_32_3_0_ZINBAutoencoder_zeros,1.0,2613.2051880040017,251.48355239500233,net_133_10773_net_82_10152_net_72_10551
639,GradientShap_32_3_0_ZINBAutoencoder_randomize,1.0,2613.2051880040017,252.75564044399653,net_133_10773_net_82_10152_net_72_10551
640,GradientShap_32_3_0_ZINBAutoencoder_data,1.0,2613.2051880040017,251.1912622989912,net_133_10773_net_82_10152_net_72_10551
641,Deconvolution_32_3_0_ZINBAutoencoder_zeros,1.0,2613.2051880040017,60.42819543000951,net_133_10773_net_82_10152_net_72_10551
642,GuidedBackprop_32_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,1397.4277393350058,58.94814839899482,net_133_10773_net_82_10152_net_72_10551
643,GradientShap_32_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,1397.4277393350058,248.49659734699526,net_133_10773_net_82_10152_net_72_10551
644,GradientShap_32_3_0.1_NegativeBinomialAutoencoder_randomize,1.0,1397.4277393350058,251.95641120801156,net_133_10773_net_82_10152_net_72_10551
645,GradientShap_32_3_0.1_NegativeBinomialAutoencoder_data,1.0,1397.4277393350058,250.56275035699946,net_133_10773_net_82_10152_net_72_10551
646,Deconvolution_32_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,1397.4277393350058,59.116011338992394,net_133_10773_net_82_10152_net_72_10551
647,GuidedBackprop_32_3_0.1_ZINBAutoencoder_zeros,1.0,1890.038862521993,60.80030122899916,net_133_10773_net_82_10152_net_72_10551
648,GradientShap_32_3_0.1_ZINBAutoencoder_zeros,1.0,1890.038862521993,251.34420591699018,net_133_10773_net_82_10152_net_72_10551
649,GradientShap_32_3_0.1_ZINBAutoencoder_randomize,1.0,1890.038862521993,249.0453944089968,net_133_10773_net_82_10152_net_72_10551
650,GradientShap_32_3_0.1_ZINBAutoencoder_data,1.0,1890.038862521993,251.99986452999292,net_133_10773_net_82_10152_net_72_10551
651,Deconvolution_32_3_0.1_ZINBAutoencoder_zeros,1.0,1890.038862521993,61.182070558992564,net_133_10773_net_82_10152_net_72_10551
652,GuidedBackprop_16_1_0_NegativeBinomialAutoencoder_zeros,1.0,1664.1063294909982,53.36014188500121,net_133_10773_net_82_10152_net_72_10551
653,GradientShap_16_1_0_NegativeBinomialAutoencoder_zeros,1.0,1664.1063294909982,247.26058663701406,net_133_10773_net_82_10152_net_72_10551
654,GradientShap_16_1_0_NegativeBinomialAutoencoder_randomize,1.0,1664.1063294909982,248.23711871399428,net_133_10773_net_82_10152_net_72_10551
655,GradientShap_16_1_0_NegativeBinomialAutoencoder_data,1.0,1664.1063294909982,249.08754570200108,net_133_10773_net_82_10152_net_72_10551
656,Deconvolution_16_1_0_NegativeBinomialAutoencoder_zeros,1.0,1664.1063294909982,53.01352561599924,net_133_10773_net_82_10152_net_72_10551
657,GuidedBackprop_16_1_0_ZINBAutoencoder_zeros,0.515,2562.213718494997,53.745386994007276,net_133_10773_net_82_10152_net_72_10551
658,GradientShap_16_1_0_ZINBAutoencoder_zeros,1.0,2562.213718494997,247.19756176699593,net_133_10773_net_82_10152_net_72_10551
659,GradientShap_16_1_0_ZINBAutoencoder_randomize,1.0,2562.213718494997,247.91472520600655,net_133_10773_net_82_10152_net_72_10551
660,GradientShap_16_1_0_ZINBAutoencoder_data,1.0,2562.213718494997,248.63832563899632,net_133_10773_net_82_10152_net_72_10551
661,Deconvolution_16_1_0_ZINBAutoencoder_zeros,1.0,2562.213718494997,53.845914272998925,net_133_10773_net_82_10152_net_72_10551
662,GuidedBackprop_16_1_0.1_NegativeBinomialAutoencoder_zeros,0.527,2852.9351117999904,53.36323302000528,net_133_10773_net_82_10152_net_72_10551
663,GradientShap_16_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,2852.9351117999904,249.2003146670031,net_133_10773_net_82_10152_net_72_10551
664,GradientShap_16_1_0.1_NegativeBinomialAutoencoder_randomize,1.0,2852.9351117999904,244.57510567099962,net_133_10773_net_82_10152_net_72_10551
665,GradientShap_16_1_0.1_NegativeBinomialAutoencoder_data,1.0,2852.9351117999904,240.9740501060005,net_133_10773_net_82_10152_net_72_10551
666,Deconvolution_16_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,2852.9351117999904,52.53231997200055,net_133_10773_net_82_10152_net_72_10551
667,GuidedBackprop_16_1_0.1_ZINBAutoencoder_zeros,0.708,4054.7484717739862,52.93066586999339,net_133_10773_net_82_10152_net_72_10551
668,GradientShap_16_1_0.1_ZINBAutoencoder_zeros,1.0,4054.7484717739862,242.721299842,net_133_10773_net_82_10152_net_72_10551
669,GradientShap_16_1_0.1_ZINBAutoencoder_randomize,1.0,4054.7484717739862,241.85741828099708,net_133_10773_net_82_10152_net_72_10551
670,GradientShap_16_1_0.1_ZINBAutoencoder_data,1.0,4054.7484717739862,241.13868075900245,net_133_10773_net_82_10152_net_72_10551
671,Deconvolution_16_1_0.1_ZINBAutoencoder_zeros,1.0,4054.7484717739862,52.97182406700449,net_133_10773_net_82_10152_net_72_10551
672,GuidedBackprop_16_2_0_NegativeBinomialAutoencoder_zeros,1.0,2063.807430289002,54.97148389900394,net_133_10773_net_82_10152_net_72_10551
673,GradientShap_16_2_0_NegativeBinomialAutoencoder_zeros,1.0,2063.807430289002,242.62142093399598,net_133_10773_net_82_10152_net_72_10551
674,GradientShap_16_2_0_NegativeBinomialAutoencoder_randomize,1.0,2063.807430289002,248.88355401399895,net_133_10773_net_82_10152_net_72_10551
675,GradientShap_16_2_0_NegativeBinomialAutoencoder_data,1.0,2063.807430289002,249.99071533000097,net_133_10773_net_82_10152_net_72_10551
676,Deconvolution_16_2_0_NegativeBinomialAutoencoder_zeros,1.0,2063.807430289002,54.823041046998696,net_133_10773_net_82_10152_net_72_10551
677,GuidedBackprop_16_2_0_ZINBAutoencoder_zeros,1.0,3222.721591977999,56.31188916700194,net_133_10773_net_82_10152_net_72_10551
678,GradientShap_16_2_0_ZINBAutoencoder_zeros,1.0,3222.721591977999,236.66182603000198,net_133_10773_net_82_10152_net_72_10551
679,GradientShap_16_2_0_ZINBAutoencoder_randomize,1.0,3222.721591977999,250.19502564199502,net_133_10773_net_82_10152_net_72_10551
680,GradientShap_16_2_0_ZINBAutoencoder_data,1.0,3222.721591977999,249.93603548199462,net_133_10773_net_82_10152_net_72_10551
681,Deconvolution_16_2_0_ZINBAutoencoder_zeros,1.0,3222.721591977999,55.97413788898848,net_133_10773_net_82_10152_net_72_10551
682,GuidedBackprop_16_2_0.1_NegativeBinomialAutoencoder_zeros,0.557,2189.2074919010047,54.911758103000466,net_133_10773_net_82_10152_net_72_10551
683,GradientShap_16_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,2189.2074919010047,245.0728565689933,net_133_10773_net_82_10152_net_72_10551
684,GradientShap_16_2_0.1_NegativeBinomialAutoencoder_randomize,1.0,2189.2074919010047,245.55266581299657,net_133_10773_net_82_10152_net_72_10551
685,GradientShap_16_2_0.1_NegativeBinomialAutoencoder_data,1.0,2189.2074919010047,244.68504403499537,net_133_10773_net_82_10152_net_72_10551
686,Deconvolution_16_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,2189.2074919010047,54.3995942229958,net_133_10773_net_82_10152_net_72_10551
687,GuidedBackprop_16_2_0.1_ZINBAutoencoder_zeros,1.0,2996.1287844119943,55.26739048899617,net_133_10773_net_82_10152_net_72_10551
688,GradientShap_16_2_0.1_ZINBAutoencoder_zeros,1.0,2996.1287844119943,247.62874722400738,net_133_10773_net_82_10152_net_72_10551
689,GradientShap_16_2_0.1_ZINBAutoencoder_randomize,1.0,2996.1287844119943,248.87034537,net_133_10773_net_82_10152_net_72_10551
690,GradientShap_16_2_0.1_ZINBAutoencoder_data,1.0,2996.1287844119943,250.08668347200728,net_133_10773_net_82_10152_net_72_10551
691,Deconvolution_16_2_0.1_ZINBAutoencoder_zeros,1.0,2996.1287844119943,56.75577430600242,net_133_10773_net_82_10152_net_72_10551
692,GuidedBackprop_16_3_0_NegativeBinomialAutoencoder_zeros,1.0,2301.898173990994,57.55476942600217,net_133_10773_net_82_10152_net_72_10551
693,GradientShap_16_3_0_NegativeBinomialAutoencoder_zeros,1.0,2301.898173990994,246.8534707899962,net_133_10773_net_82_10152_net_72_10551
694,GradientShap_16_3_0_NegativeBinomialAutoencoder_randomize,1.0,2301.898173990994,247.5522306819912,net_133_10773_net_82_10152_net_72_10551
695,GradientShap_16_3_0_NegativeBinomialAutoencoder_data,1.0,2301.898173990994,247.19731801799207,net_133_10773_net_82_10152_net_72_10551
