,method,clustering_score,training_time,inference_time,dataset
1471,Deconvolution_32_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,431.57247018197086,26.65667305304669,net_59_10488_net_115_11153_net_84_11226
1472,GuidedBackprop_32_2_0.1_ZINBAutoencoder_zeros,1.0,610.4537632300053,27.6197565960465,net_59_10488_net_115_11153_net_84_11226
1473,GradientShap_32_2_0.1_ZINBAutoencoder_zeros,1.0,610.4537632300053,118.34049608104397,net_59_10488_net_115_11153_net_84_11226
1474,GradientShap_32_2_0.1_ZINBAutoencoder_randomize,1.0,610.4537632300053,118.81180372799281,net_59_10488_net_115_11153_net_84_11226
1475,GradientShap_32_2_0.1_ZINBAutoencoder_data,1.0,610.4537632300053,118.85885779000819,net_59_10488_net_115_11153_net_84_11226
1476,Deconvolution_32_2_0.1_ZINBAutoencoder_zeros,1.0,610.4537632300053,27.525478665018454,net_59_10488_net_115_11153_net_84_11226
1477,GuidedBackprop_32_3_0_NegativeBinomialAutoencoder_zeros,1.0,613.4896829089848,28.144405412022024,net_59_10488_net_115_11153_net_84_11226
1478,GradientShap_32_3_0_NegativeBinomialAutoencoder_zeros,1.0,613.4896829089848,118.71900060598273,net_59_10488_net_115_11153_net_84_11226
1479,GradientShap_32_3_0_NegativeBinomialAutoencoder_randomize,1.0,613.4896829089848,119.14414709201083,net_59_10488_net_115_11153_net_84_11226
1480,GradientShap_32_3_0_NegativeBinomialAutoencoder_data,1.0,613.4896829089848,119.08967905200552,net_59_10488_net_115_11153_net_84_11226
1481,Deconvolution_32_3_0_NegativeBinomialAutoencoder_zeros,1.0,613.4896829089848,28.15846257901285,net_59_10488_net_115_11153_net_84_11226
1482,GuidedBackprop_32_3_0_ZINBAutoencoder_zeros,1.0,855.6573473750614,29.10679979203269,net_59_10488_net_115_11153_net_84_11226
1483,GradientShap_32_3_0_ZINBAutoencoder_zeros,1.0,855.6573473750614,119.29874304600526,net_59_10488_net_115_11153_net_84_11226
1484,GradientShap_32_3_0_ZINBAutoencoder_randomize,1.0,855.6573473750614,119.74428118090145,net_59_10488_net_115_11153_net_84_11226
1485,GradientShap_32_3_0_ZINBAutoencoder_data,1.0,855.6573473750614,119.61869664501864,net_59_10488_net_115_11153_net_84_11226
1486,Deconvolution_32_3_0_ZINBAutoencoder_zeros,1.0,855.6573473750614,29.26350070803892,net_59_10488_net_115_11153_net_84_11226
1487,GuidedBackprop_32_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,325.5191118370276,27.976467972039245,net_59_10488_net_115_11153_net_84_11226
1488,GradientShap_32_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,325.5191118370276,118.61412283591926,net_59_10488_net_115_11153_net_84_11226
1489,GradientShap_32_3_0.1_NegativeBinomialAutoencoder_randomize,1.0,325.5191118370276,119.25414978095796,net_59_10488_net_115_11153_net_84_11226
1490,GradientShap_32_3_0.1_NegativeBinomialAutoencoder_data,1.0,325.5191118370276,119.3116331170313,net_59_10488_net_115_11153_net_84_11226
1491,Deconvolution_32_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,325.5191118370276,28.152910570031963,net_59_10488_net_115_11153_net_84_11226
1492,GuidedBackprop_32_3_0.1_ZINBAutoencoder_zeros,1.0,461.7214640089078,29.114576517953537,net_59_10488_net_115_11153_net_84_11226
1493,GradientShap_32_3_0.1_ZINBAutoencoder_zeros,1.0,461.7214640089078,119.0359321370488,net_59_10488_net_115_11153_net_84_11226
1494,GradientShap_32_3_0.1_ZINBAutoencoder_randomize,1.0,461.7214640089078,119.95266992296092,net_59_10488_net_115_11153_net_84_11226
1495,GradientShap_32_3_0.1_ZINBAutoencoder_data,1.0,461.7214640089078,119.83650306810159,net_59_10488_net_115_11153_net_84_11226
1496,Deconvolution_32_3_0.1_ZINBAutoencoder_zeros,1.0,461.7214640089078,29.27329376898706,net_59_10488_net_115_11153_net_84_11226
1497,GuidedBackprop_16_1_0_NegativeBinomialAutoencoder_zeros,1.0,491.72979428898543,25.876911366940476,net_59_10488_net_115_11153_net_84_11226
1498,GradientShap_16_1_0_NegativeBinomialAutoencoder_zeros,1.0,491.72979428898543,118.16193223302253,net_59_10488_net_115_11153_net_84_11226
1499,GradientShap_16_1_0_NegativeBinomialAutoencoder_randomize,1.0,491.72979428898543,118.6467931070365,net_59_10488_net_115_11153_net_84_11226
1500,GradientShap_16_1_0_NegativeBinomialAutoencoder_data,1.0,491.72979428898543,118.38258262304589,net_59_10488_net_115_11153_net_84_11226
1501,Deconvolution_16_1_0_NegativeBinomialAutoencoder_zeros,1.0,491.72979428898543,25.905280607985333,net_59_10488_net_115_11153_net_84_11226
1502,GuidedBackprop_16_1_0_ZINBAutoencoder_zeros,0.563,705.0541693700943,26.02883911097888,net_59_10488_net_115_11153_net_84_11226
1503,GradientShap_16_1_0_ZINBAutoencoder_zeros,1.0,705.0541693700943,118.04861398600042,net_59_10488_net_115_11153_net_84_11226
1504,GradientShap_16_1_0_ZINBAutoencoder_randomize,1.0,705.0541693700943,118.2353851730004,net_59_10488_net_115_11153_net_84_11226
1505,GradientShap_16_1_0_ZINBAutoencoder_data,1.0,705.0541693700943,118.44255275395699,net_59_10488_net_115_11153_net_84_11226
1506,Deconvolution_16_1_0_ZINBAutoencoder_zeros,1.0,705.0541693700943,26.230290586943738,net_59_10488_net_115_11153_net_84_11226
1507,GuidedBackprop_16_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,679.6024156420026,25.722946131019853,net_59_10488_net_115_11153_net_84_11226
1508,GradientShap_16_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,679.6024156420026,117.51654018298723,net_59_10488_net_115_11153_net_84_11226
1509,GradientShap_16_1_0.1_NegativeBinomialAutoencoder_randomize,1.0,679.6024156420026,118.24750120402314,net_59_10488_net_115_11153_net_84_11226
1510,GradientShap_16_1_0.1_NegativeBinomialAutoencoder_data,1.0,679.6024156420026,118.12677250604611,net_59_10488_net_115_11153_net_84_11226
1511,Deconvolution_16_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,679.6024156420026,25.833669926039875,net_59_10488_net_115_11153_net_84_11226
1512,GuidedBackprop_16_2_0_NegativeBinomialAutoencoder_zeros,0.511,568.3440778710647,27.745126398978755,net_59_10488_net_115_11153_net_84_11226
1513,GradientShap_16_2_0_NegativeBinomialAutoencoder_zeros,1.0,568.3440778710647,116.60710733092856,net_59_10488_net_115_11153_net_84_11226
1514,GradientShap_16_2_0_NegativeBinomialAutoencoder_randomize,1.0,568.3440778710647,116.73469934100285,net_59_10488_net_115_11153_net_84_11226
1515,GradientShap_16_2_0_NegativeBinomialAutoencoder_data,1.0,568.3440778710647,116.37083982408512,net_59_10488_net_115_11153_net_84_11226
1516,Deconvolution_16_2_0_NegativeBinomialAutoencoder_zeros,1.0,568.3440778710647,26.310730341007,net_59_10488_net_115_11153_net_84_11226
1517,GuidedBackprop_16_2_0_ZINBAutoencoder_zeros,1.0,856.4341240609065,27.37783698097337,net_59_10488_net_115_11153_net_84_11226
1518,GradientShap_16_2_0_ZINBAutoencoder_zeros,1.0,856.4341240609065,116.87235573795624,net_59_10488_net_115_11153_net_84_11226
1519,GradientShap_16_2_0_ZINBAutoencoder_randomize,1.0,856.4341240609065,117.2742581369821,net_59_10488_net_115_11153_net_84_11226
1520,GradientShap_16_2_0_ZINBAutoencoder_data,1.0,856.4341240609065,117.54582673695404,net_59_10488_net_115_11153_net_84_11226
1521,Deconvolution_16_2_0_ZINBAutoencoder_zeros,1.0,856.4341240609065,27.3635145209264,net_59_10488_net_115_11153_net_84_11226
1522,GuidedBackprop_16_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,552.31623342901,26.72030457900837,net_59_10488_net_115_11153_net_84_11226
1523,GradientShap_16_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,552.31623342901,116.76388750097249,net_59_10488_net_115_11153_net_84_11226
1524,GradientShap_16_2_0.1_NegativeBinomialAutoencoder_randomize,1.0,552.31623342901,117.37268593499903,net_59_10488_net_115_11153_net_84_11226
1525,GradientShap_16_2_0.1_NegativeBinomialAutoencoder_data,1.0,552.31623342901,117.23247758694924,net_59_10488_net_115_11153_net_84_11226
1526,Deconvolution_16_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,552.31623342901,26.495139448088594,net_59_10488_net_115_11153_net_84_11226
1527,GuidedBackprop_16_2_0.1_ZINBAutoencoder_zeros,1.0,768.2524063520832,27.5714044990018,net_59_10488_net_115_11153_net_84_11226
1528,GradientShap_16_2_0.1_ZINBAutoencoder_zeros,1.0,768.2524063520832,117.0085949859349,net_59_10488_net_115_11153_net_84_11226
1529,GradientShap_16_2_0.1_ZINBAutoencoder_randomize,1.0,768.2524063520832,117.8795500890119,net_59_10488_net_115_11153_net_84_11226
1530,GradientShap_16_2_0.1_ZINBAutoencoder_data,1.0,768.2524063520832,117.7943380069919,net_59_10488_net_115_11153_net_84_11226
1531,Deconvolution_16_2_0.1_ZINBAutoencoder_zeros,1.0,768.2524063520832,27.409238151973113,net_59_10488_net_115_11153_net_84_11226
1532,GuidedBackprop_16_3_0_NegativeBinomialAutoencoder_zeros,1.0,711.102771188016,27.905625664978288,net_59_10488_net_115_11153_net_84_11226
1533,GradientShap_16_3_0_NegativeBinomialAutoencoder_zeros,1.0,711.102771188016,117.54730521305464,net_59_10488_net_115_11153_net_84_11226
1534,GradientShap_16_3_0_NegativeBinomialAutoencoder_randomize,1.0,711.102771188016,118.19623293995392,net_59_10488_net_115_11153_net_84_11226
1535,GradientShap_16_3_0_NegativeBinomialAutoencoder_data,1.0,711.102771188016,118.02763529901858,net_59_10488_net_115_11153_net_84_11226
1536,Deconvolution_16_3_0_NegativeBinomialAutoencoder_zeros,1.0,711.102771188016,28.006214758032,net_59_10488_net_115_11153_net_84_11226
1537,GuidedBackprop_16_3_0_ZINBAutoencoder_zeros,1.0,1028.0984935320448,28.94642684608698,net_59_10488_net_115_11153_net_84_11226
1538,GradientShap_16_3_0_ZINBAutoencoder_zeros,1.0,1028.0984935320448,118.20515562803484,net_59_10488_net_115_11153_net_84_11226
1539,GradientShap_16_3_0_ZINBAutoencoder_randomize,1.0,1028.0984935320448,119.01806089596357,net_59_10488_net_115_11153_net_84_11226
1540,GradientShap_16_3_0_ZINBAutoencoder_data,1.0,1028.0984935320448,118.72213210596237,net_59_10488_net_115_11153_net_84_11226
1541,Deconvolution_16_3_0_ZINBAutoencoder_zeros,1.0,1028.0984935320448,28.967869377927855,net_59_10488_net_115_11153_net_84_11226
1542,GuidedBackprop_16_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,416.03053527791053,27.997556514921598,net_59_10488_net_115_11153_net_84_11226
1543,GradientShap_16_3_0.1_NegativeBinomialAutoencoder_data,1.0,416.03053527791053,118.5996845450718,net_59_10488_net_115_11153_net_84_11226
1544,GradientShap_16_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,416.03053527791053,117.9540432819631,net_59_10488_net_115_11153_net_84_11226
1545,GradientShap_16_3_0.1_NegativeBinomialAutoencoder_randomize,1.0,416.03053527791053,118.36723840609193,net_59_10488_net_115_11153_net_84_11226
1546,Deconvolution_16_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,416.03053527791053,28.052204701001756,net_59_10488_net_115_11153_net_84_11226
1547,GuidedBackprop_16_3_0.1_ZINBAutoencoder_zeros,1.0,490.01304690598045,28.69200980302412,net_59_10488_net_115_11153_net_84_11226
1548,GradientShap_16_3_0.1_ZINBAutoencoder_zeros,1.0,490.01304690598045,118.3803646620363,net_59_10488_net_115_11153_net_84_11226
1549,GradientShap_16_3_0.1_ZINBAutoencoder_randomize,1.0,490.01304690598045,118.95315369300079,net_59_10488_net_115_11153_net_84_11226
1550,GradientShap_16_3_0.1_ZINBAutoencoder_data,1.0,490.01304690598045,118.87901396793313,net_59_10488_net_115_11153_net_84_11226
1551,Deconvolution_16_3_0.1_ZINBAutoencoder_zeros,1.0,490.01304690598045,28.893488786998205,net_59_10488_net_115_11153_net_84_11226
1552,GuidedBackprop_64_1_0_ZINBAutoencoder_zeros,1.0,1956.5662941918708,75.67528893216513,net_60_10703_net_141_11706_net_81_10586
1553,GradientShap_64_1_0_ZINBAutoencoder_zeros,1.0,1956.5662941918708,282.1917698360048,net_60_10703_net_141_11706_net_81_10586
1554,GradientShap_64_1_0_ZINBAutoencoder_randomize,1.0,1956.5662941918708,259.5650227079168,net_60_10703_net_141_11706_net_81_10586
1555,GradientShap_64_1_0_ZINBAutoencoder_data,1.0,1956.5662941918708,285.2049457791727,net_60_10703_net_141_11706_net_81_10586
1556,Deconvolution_64_1_0_ZINBAutoencoder_zeros,1.0,1956.5662941918708,49.33959765709005,net_60_10703_net_141_11706_net_81_10586
1557,GuidedBackprop_64_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,2005.0815217141062,70.14739197585732,net_60_10703_net_141_11706_net_81_10586
1558,GradientShap_64_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,2005.0815217141062,294.74854199704714,net_60_10703_net_141_11706_net_81_10586
1559,GradientShap_64_1_0.1_NegativeBinomialAutoencoder_randomize,1.0,2005.0815217141062,277.60420046700165,net_60_10703_net_141_11706_net_81_10586
1560,GradientShap_64_1_0.1_NegativeBinomialAutoencoder_data,1.0,2005.0815217141062,295.8681524731219,net_60_10703_net_141_11706_net_81_10586
1561,Deconvolution_64_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,2005.0815217141062,74.09150611003861,net_60_10703_net_141_11706_net_81_10586
1562,GuidedBackprop_64_1_0.1_ZINBAutoencoder_zeros,1.0,2924.6768970789853,61.16260345000774,net_60_10703_net_141_11706_net_81_10586
1563,GradientShap_64_1_0.1_ZINBAutoencoder_zeros,1.0,2924.6768970789853,283.50919412611984,net_60_10703_net_141_11706_net_81_10586
1564,GradientShap_64_1_0.1_ZINBAutoencoder_randomize,1.0,2924.6768970789853,255.02624719101004,net_60_10703_net_141_11706_net_81_10586
1565,GradientShap_64_1_0.1_ZINBAutoencoder_data,1.0,2924.6768970789853,268.39302835287526,net_60_10703_net_141_11706_net_81_10586
1566,Deconvolution_64_1_0.1_ZINBAutoencoder_zeros,1.0,2924.6768970789853,63.36474403599277,net_60_10703_net_141_11706_net_81_10586
1567,GuidedBackprop_64_2_0_NegativeBinomialAutoencoder_zeros,1.0,1280.2217815348413,97.2220937749371,net_60_10703_net_141_11706_net_81_10586
1568,GradientShap_64_2_0_NegativeBinomialAutoencoder_zeros,0.625,1280.2217815348413,294.5551140469033,net_60_10703_net_141_11706_net_81_10586
1569,GradientShap_64_2_0_NegativeBinomialAutoencoder_randomize,1.0,1280.2217815348413,268.10425901087,net_60_10703_net_141_11706_net_81_10586
1570,GradientShap_64_2_0_NegativeBinomialAutoencoder_data,1.0,1280.2217815348413,284.31103319791146,net_60_10703_net_141_11706_net_81_10586
1571,Deconvolution_64_2_0_NegativeBinomialAutoencoder_zeros,1.0,1280.2217815348413,87.67445166199468,net_60_10703_net_141_11706_net_81_10586
1572,GuidedBackprop_64_2_0_ZINBAutoencoder_zeros,1.0,2050.9166732451413,80.31121385912411,net_60_10703_net_141_11706_net_81_10586
1573,GradientShap_64_2_0_ZINBAutoencoder_zeros,1.0,2050.9166732451413,282.6735103260726,net_60_10703_net_141_11706_net_81_10586
1574,GradientShap_64_2_0_ZINBAutoencoder_randomize,1.0,2050.9166732451413,270.1126064131968,net_60_10703_net_141_11706_net_81_10586
1575,GradientShap_64_2_0_ZINBAutoencoder_data,1.0,2050.9166732451413,285.943566825008,net_60_10703_net_141_11706_net_81_10586
1576,Deconvolution_64_2_0_ZINBAutoencoder_zeros,1.0,2050.9166732451413,59.70734149985947,net_60_10703_net_141_11706_net_81_10586
1577,GuidedBackprop_64_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,1439.0879967811052,100.26308028493077,net_60_10703_net_141_11706_net_81_10586
1578,GradientShap_64_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,1439.0879967811052,260.873455807101,net_60_10703_net_141_11706_net_81_10586
1579,GradientShap_64_2_0.1_NegativeBinomialAutoencoder_randomize,1.0,1439.0879967811052,291.0565057459753,net_60_10703_net_141_11706_net_81_10586
1580,GradientShap_64_2_0.1_NegativeBinomialAutoencoder_data,1.0,1439.0879967811052,287.3403333048336,net_60_10703_net_141_11706_net_81_10586
1581,Deconvolution_64_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,1439.0879967811052,73.49154289695434,net_60_10703_net_141_11706_net_81_10586
1582,GuidedBackprop_64_2_0.1_ZINBAutoencoder_zeros,1.0,2010.295338734053,84.966294238111,net_60_10703_net_141_11706_net_81_10586
1583,GradientShap_64_2_0.1_ZINBAutoencoder_zeros,1.0,2010.295338734053,271.5742078111507,net_60_10703_net_141_11706_net_81_10586
1584,GradientShap_64_2_0.1_ZINBAutoencoder_randomize,1.0,2010.295338734053,274.9849934591912,net_60_10703_net_141_11706_net_81_10586
1585,GradientShap_64_2_0.1_ZINBAutoencoder_data,1.0,2010.295338734053,273.06519791902974,net_60_10703_net_141_11706_net_81_10586
1586,Deconvolution_64_2_0.1_ZINBAutoencoder_zeros,1.0,2010.295338734053,69.17435155599378,net_60_10703_net_141_11706_net_81_10586
1587,GuidedBackprop_64_3_0_NegativeBinomialAutoencoder_zeros,1.0,1841.204580788035,86.23534563113935,net_60_10703_net_141_11706_net_81_10586
1588,GradientShap_64_3_0_NegativeBinomialAutoencoder_zeros,1.0,1841.204580788035,273.16994916903786,net_60_10703_net_141_11706_net_81_10586
1589,GradientShap_64_3_0_NegativeBinomialAutoencoder_randomize,1.0,1841.204580788035,277.6329539520666,net_60_10703_net_141_11706_net_81_10586
1590,GradientShap_64_3_0_NegativeBinomialAutoencoder_data,1.0,1841.204580788035,273.8909535501152,net_60_10703_net_141_11706_net_81_10586
1591,Deconvolution_64_3_0_NegativeBinomialAutoencoder_zeros,1.0,1841.204580788035,73.14157725102268,net_60_10703_net_141_11706_net_81_10586
1592,GuidedBackprop_64_3_0_ZINBAutoencoder_zeros,1.0,2553.905190827092,84.44067683094181,net_60_10703_net_141_11706_net_81_10586
1593,GradientShap_64_3_0_ZINBAutoencoder_zeros,1.0,2553.905190827092,274.68219720595516,net_60_10703_net_141_11706_net_81_10586
1594,GradientShap_64_3_0_ZINBAutoencoder_randomize,1.0,2553.905190827092,294.6100409440696,net_60_10703_net_141_11706_net_81_10586
1595,GradientShap_64_3_0_ZINBAutoencoder_data,1.0,2553.905190827092,287.75497418106534,net_60_10703_net_141_11706_net_81_10586
1596,Deconvolution_64_3_0_ZINBAutoencoder_zeros,1.0,2553.905190827092,82.8166166790761,net_60_10703_net_141_11706_net_81_10586
1597,GuidedBackprop_64_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,964.2253784232307,71.46553613687865,net_60_10703_net_141_11706_net_81_10586
1598,GradientShap_64_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,964.2253784232307,270.14230980398133,net_60_10703_net_141_11706_net_81_10586
1599,GradientShap_64_3_0.1_NegativeBinomialAutoencoder_randomize,1.0,964.2253784232307,273.2254231891129,net_60_10703_net_141_11706_net_81_10586
1600,GradientShap_64_3_0.1_NegativeBinomialAutoencoder_data,1.0,964.2253784232307,269.6920110110659,net_60_10703_net_141_11706_net_81_10586
1601,Deconvolution_64_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,964.2253784232307,75.59298429894261,net_60_10703_net_141_11706_net_81_10586
1602,GuidedBackprop_64_3_0.1_ZINBAutoencoder_zeros,1.0,1196.0810352070257,75.14780854107812,net_60_10703_net_141_11706_net_81_10586
1603,GradientShap_64_3_0.1_ZINBAutoencoder_zeros,1.0,1196.0810352070257,295.6894378599245,net_60_10703_net_141_11706_net_81_10586
1604,GradientShap_64_3_0.1_ZINBAutoencoder_randomize,1.0,1196.0810352070257,296.5271915020421,net_60_10703_net_141_11706_net_81_10586
1605,GradientShap_64_3_0.1_ZINBAutoencoder_data,1.0,1196.0810352070257,282.9437617978547,net_60_10703_net_141_11706_net_81_10586
1606,Deconvolution_64_3_0.1_ZINBAutoencoder_zeros,1.0,1196.0810352070257,94.81367195001803,net_60_10703_net_141_11706_net_81_10586
1607,GuidedBackprop_32_1_0_NegativeBinomialAutoencoder_zeros,1.0,1645.3122209168505,69.47768093994819,net_60_10703_net_141_11706_net_81_10586
1608,GradientShap_32_1_0_NegativeBinomialAutoencoder_zeros,0.625,1645.3122209168505,272.1103730502073,net_60_10703_net_141_11706_net_81_10586
1609,GradientShap_32_1_0_NegativeBinomialAutoencoder_randomize,1.0,1645.3122209168505,274.09116399497725,net_60_10703_net_141_11706_net_81_10586
1610,GradientShap_32_1_0_NegativeBinomialAutoencoder_data,1.0,1645.3122209168505,278.616239663912,net_60_10703_net_141_11706_net_81_10586
1611,Deconvolution_32_1_0_NegativeBinomialAutoencoder_zeros,1.0,1645.3122209168505,64.68422369309701,net_60_10703_net_141_11706_net_81_10586
1612,GuidedBackprop_32_1_0_ZINBAutoencoder_zeros,1.0,2726.7007768109906,61.69869795208797,net_60_10703_net_141_11706_net_81_10586
1613,GradientShap_32_1_0_ZINBAutoencoder_zeros,1.0,2726.7007768109906,282.57794955093414,net_60_10703_net_141_11706_net_81_10586
1614,GradientShap_32_1_0_ZINBAutoencoder_randomize,0.624,2726.7007768109906,290.97209861013107,net_60_10703_net_141_11706_net_81_10586
1615,GradientShap_32_1_0_ZINBAutoencoder_data,1.0,2726.7007768109906,279.01274869707413,net_60_10703_net_141_11706_net_81_10586
1616,Deconvolution_32_1_0_ZINBAutoencoder_zeros,1.0,2726.7007768109906,63.94276945712045,net_60_10703_net_141_11706_net_81_10586
1617,GuidedBackprop_32_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,2258.104504928924,85.59547861595638,net_60_10703_net_141_11706_net_81_10586
1618,GradientShap_32_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,2258.104504928924,276.3112175320275,net_60_10703_net_141_11706_net_81_10586
1619,GradientShap_32_1_0.1_NegativeBinomialAutoencoder_randomize,1.0,2258.104504928924,265.2127747228369,net_60_10703_net_141_11706_net_81_10586
1620,GradientShap_32_1_0.1_NegativeBinomialAutoencoder_data,1.0,2258.104504928924,267.182665216038,net_60_10703_net_141_11706_net_81_10586
1621,Deconvolution_32_1_0.1_NegativeBinomialAutoencoder_zeros,1.0,2258.104504928924,67.1976165168453,net_60_10703_net_141_11706_net_81_10586
1622,GuidedBackprop_32_1_0.1_ZINBAutoencoder_zeros,1.0,2907.582047495991,103.6774067808874,net_60_10703_net_141_11706_net_81_10586
1623,GradientShap_32_1_0.1_ZINBAutoencoder_zeros,1.0,2907.582047495991,263.5371523560025,net_60_10703_net_141_11706_net_81_10586
1624,GradientShap_32_1_0.1_ZINBAutoencoder_randomize,1.0,2907.582047495991,276.8227985361591,net_60_10703_net_141_11706_net_81_10586
1625,GradientShap_32_1_0.1_ZINBAutoencoder_data,1.0,2907.582047495991,269.15024972194806,net_60_10703_net_141_11706_net_81_10586
1626,Deconvolution_32_1_0.1_ZINBAutoencoder_zeros,1.0,2907.582047495991,63.56396043486893,net_60_10703_net_141_11706_net_81_10586
1627,GuidedBackprop_32_2_0_NegativeBinomialAutoencoder_zeros,1.0,1750.4712025870103,62.093322216998786,net_60_10703_net_141_11706_net_81_10586
1628,GradientShap_32_2_0_NegativeBinomialAutoencoder_zeros,1.0,1750.4712025870103,277.5413471998181,net_60_10703_net_141_11706_net_81_10586
1629,GradientShap_32_2_0_NegativeBinomialAutoencoder_randomize,1.0,1750.4712025870103,282.9468484320678,net_60_10703_net_141_11706_net_81_10586
1630,GradientShap_32_2_0_NegativeBinomialAutoencoder_data,1.0,1750.4712025870103,274.2220988320187,net_60_10703_net_141_11706_net_81_10586
1631,Deconvolution_32_2_0_NegativeBinomialAutoencoder_zeros,1.0,1750.4712025870103,79.73041895683855,net_60_10703_net_141_11706_net_81_10586
1632,GuidedBackprop_32_2_0_ZINBAutoencoder_zeros,1.0,2532.7669022229966,81.93895748094656,net_60_10703_net_141_11706_net_81_10586
1633,GradientShap_32_2_0_ZINBAutoencoder_zeros,1.0,2532.7669022229966,276.7561599200126,net_60_10703_net_141_11706_net_81_10586
1634,GradientShap_32_2_0_ZINBAutoencoder_randomize,1.0,2532.7669022229966,290.36623228690587,net_60_10703_net_141_11706_net_81_10586
1635,GradientShap_32_2_0_ZINBAutoencoder_data,1.0,2532.7669022229966,266.75642109196633,net_60_10703_net_141_11706_net_81_10586
1636,Deconvolution_32_2_0_ZINBAutoencoder_zeros,1.0,2532.7669022229966,65.83416521386243,net_60_10703_net_141_11706_net_81_10586
1637,GuidedBackprop_32_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,1429.8753023168538,67.70520592783578,net_60_10703_net_141_11706_net_81_10586
1638,GradientShap_32_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,1429.8753023168538,282.85558171989396,net_60_10703_net_141_11706_net_81_10586
1639,GradientShap_32_2_0.1_NegativeBinomialAutoencoder_randomize,1.0,1429.8753023168538,280.0127662848681,net_60_10703_net_141_11706_net_81_10586
1640,GradientShap_32_2_0.1_NegativeBinomialAutoencoder_data,1.0,1429.8753023168538,279.2741029849276,net_60_10703_net_141_11706_net_81_10586
1641,Deconvolution_32_2_0.1_NegativeBinomialAutoencoder_zeros,1.0,1429.8753023168538,77.84535815194249,net_60_10703_net_141_11706_net_81_10586
1642,GuidedBackprop_32_2_0.1_ZINBAutoencoder_zeros,1.0,2006.35526484414,81.72540848888457,net_60_10703_net_141_11706_net_81_10586
1643,GradientShap_32_2_0.1_ZINBAutoencoder_zeros,1.0,2006.35526484414,267.81239106995054,net_60_10703_net_141_11706_net_81_10586
1644,GradientShap_32_2_0.1_ZINBAutoencoder_randomize,1.0,2006.35526484414,276.15215955488384,net_60_10703_net_141_11706_net_81_10586
1645,GradientShap_32_2_0.1_ZINBAutoencoder_data,1.0,2006.35526484414,276.41658194502816,net_60_10703_net_141_11706_net_81_10586
1646,Deconvolution_32_2_0.1_ZINBAutoencoder_zeros,1.0,2006.35526484414,65.61876049102284,net_60_10703_net_141_11706_net_81_10586
1647,GuidedBackprop_32_3_0_NegativeBinomialAutoencoder_zeros,1.0,2275.752536243992,56.42205446190201,net_60_10703_net_141_11706_net_81_10586
1648,GradientShap_32_3_0_NegativeBinomialAutoencoder_zeros,1.0,2275.752536243992,231.25512833800167,net_60_10703_net_141_11706_net_81_10586
1649,GradientShap_32_3_0_NegativeBinomialAutoencoder_randomize,1.0,2275.752536243992,240.98468832485378,net_60_10703_net_141_11706_net_81_10586
1650,GradientShap_32_3_0_NegativeBinomialAutoencoder_data,1.0,2275.752536243992,239.4538620931562,net_60_10703_net_141_11706_net_81_10586
1651,Deconvolution_32_3_0_NegativeBinomialAutoencoder_zeros,1.0,2275.752536243992,56.617737454827875,net_60_10703_net_141_11706_net_81_10586
1652,GuidedBackprop_32_3_0_ZINBAutoencoder_zeros,1.0,3101.1763240909204,58.273007282055914,net_60_10703_net_141_11706_net_81_10586
1653,GradientShap_32_3_0_ZINBAutoencoder_zeros,1.0,3101.1763240909204,252.3302615780849,net_60_10703_net_141_11706_net_81_10586
1654,GradientShap_32_3_0_ZINBAutoencoder_randomize,1.0,3101.1763240909204,242.70258699799888,net_60_10703_net_141_11706_net_81_10586
1655,GradientShap_32_3_0_ZINBAutoencoder_data,1.0,3101.1763240909204,240.45181086100638,net_60_10703_net_141_11706_net_81_10586
1656,Deconvolution_32_3_0_ZINBAutoencoder_zeros,1.0,3101.1763240909204,57.77922037104145,net_60_10703_net_141_11706_net_81_10586
1657,GuidedBackprop_32_3_0.1_NegativeBinomialAutoencoder_zeros,1.0,1280.4991109890398,56.49914046400227,net_60_10703_net_141_11706_net_81_10586
