net_name	config_key	filename	clustering_score	total_number_edges	edge_overlap	net_size	overlap_percent	reverse_overlap_percent	dataset	config_dir	n_clusters
net_60_10082	netmap_config_1	clustering_score_tf.json	1.0	12720	104	104	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_70_11431	netmap_config_1	clustering_score_tf.json	1.0	12720	88	88	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_60_10082	netmap_config_2	clustering_score_tf.json	1.0	12720	104	104	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_70_11431	netmap_config_2	clustering_score_tf.json	1.0	12720	88	88	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_60_10082	netmap_config_3	clustering_score_tf.json	1.0	12720	104	104	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_70_11431	netmap_config_3	clustering_score_tf.json	1.0	12720	88	88	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_60_10082	netmap_config_4	clustering_score_tf.json	1.0	12720	104	104	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_70_11431	netmap_config_4	clustering_score_tf.json	1.0	12720	88	88	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_60_10082	netmap_config_5	clustering_score_tf.json	1.0	12720	104	104	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_70_11431	netmap_config_5	clustering_score_tf.json	1.0	12720	88	88	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_60_10082	netmap_config_6	clustering_score_tf.json	1.0	12720	104	104	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_70_11431	netmap_config_6	clustering_score_tf.json	1.0	12720	88	88	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_60_10082	netmap_config_7	clustering_score_tf.json	0.506	12720	104	104	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_70_11431	netmap_config_7	clustering_score_tf.json	0.506	12720	88	88	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_60_10082	netmap_config_8	clustering_score_tf.json	1.0	12720	104	104	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_70_11431	netmap_config_8	clustering_score_tf.json	1.0	12720	88	88	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_60_10082	netmap_config_9	clustering_score_tf.json	0.506	12720	104	104	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_70_11431	netmap_config_9	clustering_score_tf.json	0.506	12720	88	88	1.0	1.0	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_60_10082	scgenerai_config	clustering_score_tf.json	0.5	6516	14	104	0.1346153846153846	0.1346153846153846	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_70_11431	scgenerai_config	clustering_score_tf.json	0.5	6516	39	88	0.4431818181818182	0.4431818181818182	net_70_11431_net_60_10082_net_135_11054	config_easy	2
net_53_11196	netmap_config_1	clustering_score_tf.json	1.0	5796	78	78	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_70_11431	netmap_config_1	clustering_score_tf.json	1.0	5796	88	88	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_53_11196	netmap_config_10	clustering_score_tf.json	1.0	5796	78	78	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_70_11431	netmap_config_10	clustering_score_tf.json	1.0	5796	88	88	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_53_11196	netmap_config_2	clustering_score_tf.json	1.0	5796	78	78	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_70_11431	netmap_config_2	clustering_score_tf.json	1.0	5796	88	88	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_53_11196	netmap_config_3	clustering_score_tf.json	1.0	5796	78	78	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_70_11431	netmap_config_3	clustering_score_tf.json	1.0	5796	88	88	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_53_11196	netmap_config_4	clustering_score_tf.json	1.0	5796	78	78	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_70_11431	netmap_config_4	clustering_score_tf.json	1.0	5796	88	88	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_53_11196	netmap_config_5	clustering_score_tf.json	1.0	5796	78	78	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_70_11431	netmap_config_5	clustering_score_tf.json	1.0	5796	88	88	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_53_11196	netmap_config_6	clustering_score_tf.json	1.0	5796	78	78	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_70_11431	netmap_config_6	clustering_score_tf.json	1.0	5796	88	88	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_53_11196	netmap_config_7	clustering_score_tf.json	1.0	5796	78	78	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_70_11431	netmap_config_7	clustering_score_tf.json	1.0	5796	88	88	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_53_11196	netmap_config_8	clustering_score_tf.json	1.0	5796	78	78	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_70_11431	netmap_config_8	clustering_score_tf.json	1.0	5796	88	88	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_53_11196	netmap_config_9	clustering_score_tf.json	1.0	5796	78	78	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_70_11431	netmap_config_9	clustering_score_tf.json	1.0	5796	88	88	1.0	1.0	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_53_11196	scgenerai_config	clustering_score_tf.json	0.5	3198	50	78	0.6410256410256411	0.6410256410256411	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_70_11431	scgenerai_config	clustering_score_tf.json	0.5	3198	39	88	0.4431818181818182	0.4431818181818182	net_53_11196_net_70_11431_net_84_9903	config_easy	2
net_115_11153	netmap_config_1	clustering_score_tf.json	1.0	8256	117	117	1.0	1.0	net_59_10488_net_115_11153_net_84_11226	config_easy	2
net_59_10488	netmap_config_1	clustering_score_tf.json	1.0	8256	87	87	1.0	1.0	net_59_10488_net_115_11153_net_84_11226	config_easy	2
net_115_11153	netmap_config_2	clustering_score_tf.json	1.0	8256	117	117	1.0	1.0	net_59_10488_net_115_11153_net_84_11226	config_easy	2
net_59_10488	netmap_config_2	clustering_score_tf.json	1.0	8256	87	87	1.0	1.0	net_59_10488_net_115_11153_net_84_11226	config_easy	2
net_115_11153	netmap_config_3	clustering_score_tf.json	0.506	8256	117	117	1.0	1.0	net_59_10488_net_115_11153_net_84_11226	config_easy	2
net_59_10488	netmap_config_3	clustering_score_tf.json	0.506	8256	87	87	1.0	1.0	net_59_10488_net_115_11153_net_84_11226	config_easy	2
net_115_11153	netmap_config_4	clustering_score_tf.json	1.0	8256	117	117	1.0	1.0	net_59_10488_net_115_11153_net_84_11226	config_easy	2
net_59_10488	netmap_config_4	clustering_score_tf.json	1.0	8256	87	87	1.0	1.0	net_59_10488_net_115_11153_net_84_11226	config_easy	2
net_115_11153	netmap_config_5	clustering_score_tf.json	1.0	8256	117	117	1.0	1.0	net_59_10488_net_115_11153_net_84_11226	config_easy	2
net_59_10488	netmap_config_5	clustering_score_tf.json	1.0	8256	87	87	1.0	1.0	net_59_10488_net_115_11153_net_84_11226	config_easy	2
